Substance Name,Synonyms,Chemical Name,Chemical Formula,NFLIS Detailed Drug Category,Date Added to NFLIS-Drug,Chemical Structures
Aripiprazole,,,,Other substances,08-2004,Structure Image cannot be exported
Armodafinil,,,,Stimulants,06-2010,Structure Image cannot be exported
Arnica Montana (Arnica),,,,Other substances,05-2018,Structure Image cannot be exported
Articaine,,methyl 4-methyl-3-[2-(propylamino)propionylamino]thiophene-2-carboxylate,C13H20N2O3S,Other substances,05-2004,Structure Image cannot be exported
Ascorbic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Ascriptin,,,,Other substances,08-2003,Structure Image cannot be exported
Asenapine,,,,Other substances,11-2011,Structure Image cannot be exported
Asparagine Monohydrate,,,,Other substances,08-2008,Structure Image cannot be exported
Aspirin,,,,Analgesics,10-1998,Structure Image cannot be exported
Astemizole,,,,Other substances,02-2009,Structure Image cannot be exported
Atazanavir Sulfate,,,,Other substances,01-2005,Structure Image cannot be exported
Atenolol,,,,Other substances,11-1999,Structure Image cannot be exported
Atomoxetine,,,,Other substances,03-2004,Structure Image cannot be exported
Atorvastatin,,,,Other substances,07-2003,Structure Image cannot be exported
Atovaquone,,,,Other substances,04-2011,Structure Image cannot be exported
Atropa Belladonna,,,,Other substances,10-1998,Structure Image cannot be exported
Atropine,,,,Other substances,10-1998,Structure Image cannot be exported
Augmentin,,,,Other substances,09-2000,Structure Image cannot be exported
Avanafil,,,,Other substances,05-2017,Structure Image cannot be exported
Axid,,,,Other substances,01-2001,Structure Image cannot be exported
Azacyclonol,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Azaperone,,1-(4-fluorophenyl)-4-[4-(pyrid-2-yl)piperazin-1-yl]butan-1-one,C19H22FN3O,Depressants and Tranquilizers,06-2018,Structure Image cannot be exported
Azatadine,,,,Other substances,07-2003,Structure Image cannot be exported
Azathioprine,,,,Other substances,03-2001,Structure Image cannot be exported
Azelastine,,,,Other substances,11-2007,Structure Image cannot be exported
Azidothymidine,,,,Other substances,05-2000,Structure Image cannot be exported
Azithromycin,,,,Other substances,05-2000,Structure Image cannot be exported
Azithromycin Dihydrate,,,,Other substances,02-2005,Structure Image cannot be exported
Azulene,,,,Other substances,05-2017,Structure Image cannot be exported
BB-22,,quinolin-8-yl 1-(cyclohexylmethyl)-1H-indole-3-carboxylate,C25H24N2O2,Synthetic Cannabinoids,05-2014,Structure Image cannot be exported
BETAINE HYDROCHLORIDE,,,,Other,06-2014,Structure Image cannot be exported
BMC,bromo-N-methylcathinone;bromomethcathinone,,C10H12BrNO,Synthetic Cathinones,05-2017,Structure Image cannot be exported
BMDP,"3,4-methylenedioxy-N-benzylcathinone","1-(2H-1,3-benzodioxol-5-yl)-2-benzylaminopropan-1-one",C17H17NO3,Synthetic Cathinones,06-2018,Structure Image cannot be exported
BMK methyl glycidate,,methyl 2-methyl-3-phenyloxirane-2-carboxylate,C11H12O3,Other substances,06-2023,Structure Image cannot be exported
BNMPA,alpha-benzyl-N-methylphenethylamine,N-methyl(1-benzyl-2-phenylethyl)amine,C16H19N,Phenethylamines (Other) (S),06-2015,Structure Image cannot be exported
"BTMPS (Bis(2,2,6,6-tetramethyl-4-piperidinyl) Sebacate)","Bis(2,2,6,6-tetramethyl-4-piperidinyl) Sebacate;Bis(2,2,6,6-tetramethyl-4-piperidyl) Sebacate;Sanol;Tinuvin 770","bis(2,2,6,6-tetramethylpiperidin-4-yl) decanedioate",C28H52N2O4,Other,12-2024,Structure Image cannot be exported
BTS 54-505,,,,Stimulants,06-2014,Structure Image cannot be exported
BZO-4en-POXIZID,4en-pentyl MDA-19,(Z)-N'-(2-oxo-1-(pent-4-en-1-yl)indolin-3-ylidene)benzohydrazide,C20H19N3O2,Synthetic Cannabinoids,03-2022,Structure Image cannot be exported
BZO-CHMOXIZID,,3-(2-Benzoylhydrazono)-1-(cyclohexylmethyl)-2-indolinone,C22H23N3O2,Synthetic Cannabinoids,05-2022,Structure Image cannot be exported
BZO-HEXOXIZID,MDA-19,"N'-[(3Z)-1-hexyl-2-oxo-1,2-dihydro-3H-indol-3-ylidene]benzohydrazide",C21H23N3O2,Synthetic Cannabinoids,01-2022,Structure Image cannot be exported
BZO-POXIZID,pentyl MDA-19,"N'-[(3Z)-1-pentyl-2-oxo-1,2-dihydro-3H-indol-3-ylidene]benzohydrazide",C20H21N3O2,Synthetic Cannabinoids,01-2022,Structure Image cannot be exported
Baclofen,,,,Other substances,11-1999,Structure Image cannot be exported
Bacteriostatic Water,,,,Other substances,01-2004,Structure Image cannot be exported
Bactrim,,,,Other substances,07-2000,Structure Image cannot be exported
Balsalazide Disodium,,,,Other substances,08-2008,Structure Image cannot be exported
Banisteriopsis Caapi,,,,Hallucinogens,10-1998,Structure Image cannot be exported
Barbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Barbituric Acid,,,,Depressants and Tranquilizers,09-2007,Structure Image cannot be exported
Baricitinib,,"2‐[1‐(ethanesulfonyl)‐3‐(4‐{7H‐pyrrolo[2,3‐d]pyrimidin‐4‐yl}‐1H‐pyrazol‐1‐yl)azetidin‐3‐yl]acetonitrile",C16H17N7O2S,Other substances,03-2022,Structure Image cannot be exported
Barium Sulfate,,,,Other substances,10-1998,Structure Image cannot be exported
"Beclomethasone Dipropionate, Monohydrate",,,,Other substances,06-2010,Structure Image cannot be exported
Bemegride,,,,Stimulants,10-1998,Structure Image cannot be exported
Benactyzine,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Benazepril,,,,Other substances,07-2003,Structure Image cannot be exported
Bendazol,,,,Other substances,04-2011,Structure Image cannot be exported
Bendroflumethiazide,,,,Other substances,05-2012,Structure Image cannot be exported
Benocyclidine,BTCP,2-[1-(piperid-1-yl)cyclohexyl]-1-benzothiophene,C19H25NS,Piperidines/PEA,03-2012,Structure Image cannot be exported
Benzaldehyde,,,,Other substances,10-1998,Structure Image cannot be exported
"Benzaldehyde, 3,4-dimethoxy-, methylmonoacetal","(3,4-dimethoxyphenyl)-methoxymethanol",,C10H14O4,Other substances,01-2023,Structure Image cannot be exported
Benzamide,,,,Other,06-2010,Structure Image cannot be exported
Benzamidenafil,,"N-(3,4-dimethoxyphenyl)methyl-2-(2-hydroxy-1-methylethylamino)-5-nitrobenzamide",C19H23N3O6,Other substances,06-2019,Structure Image cannot be exported
Benzapril,,,,Other substances,08-2005,Structure Image cannot be exported
Benzedrone,4-MBC;4-methylbenzylcathinone,2‐(benzylamino)‐1‐(4‐methylphenyl)propan‐1‐one,C17H19NO,Synthetic Cathinones (Hallucinogen),11-2019,Structure Image cannot be exported
Benzeneacetamide,,,,Other substances,09-2018,Structure Image cannot be exported
Benzenesulfonyl Chloride,,,,Other substances,10-1998,Structure Image cannot be exported
Benzethidine,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Benzethonium Chloride,,,,Other substances,02-2009,Structure Image cannot be exported
Benzilic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Benzocaine,,ethyl 4-aminobenzoate,C9H11NO2,Other substances,10-1998,Structure Image cannot be exported
Benzodiazepine,,,,Benzodiazepines,07-2000,Structure Image cannot be exported
Benzodioxole fentanyl,,"N-(1-phenethylpiperidine-4-yl)-N-phenyl-2H-1,3-benzodioxole-5-carboxamide",C27H28N2O3,Fentanyl and Fentanyl-related,11-2017,Structure Image cannot be exported
Benzoic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Benzoic Anhydride,,,,Other substances,10-1998,Structure Image cannot be exported
Benzonatate,,,,Other substances,04-2001,Structure Image cannot be exported
Benzonitrile,,,,Other substances,10-1998,Structure Image cannot be exported
Benzophenone,,,,Other substances,06-2015,Structure Image cannot be exported
Benzoyl Chloride,,,,Other substances,10-1998,Structure Image cannot be exported
Benzoylbenzyl fentanyl,,N-(1-benzylpiperidin-4-yl)-N-phenylbenzamide,C25H26N2O,Fentanyl and Fentanyl-related,02-2018,Structure Image cannot be exported
Benzoylecgonine,,,,Narcotics,10-1998,Structure Image cannot be exported
Benzoylglycolic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Benzphetamine,,N-methyl-N-phenylmethyl-1-methyl-2-phenylethylamine,C17H21N,Phenethylamines (Other) (S),10-1998,Structure Image cannot be exported
Benzquinamide,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Benzyl Alcohol,,,,Other substances,02-2008,Structure Image cannot be exported
Benzyl Benzoate,,,,Other substances,07-2008,Structure Image cannot be exported
Benzyl Chloride,,,,Other substances,10-1998,Structure Image cannot be exported
Benzyl Diolamine,,,,Other substances,10-1998,Structure Image cannot be exported
Benzylacryl fentanyl,,N-(1-benzylpiperidin-4-yl)-N-phenylacrylamide,C21H24N2O,Fentanyl and Fentanyl-related,01-2022,Structure Image cannot be exported
Benzylfentanyl,,N-(1-benzylpiperidin-4-yl)-N-phenylpropionamide,C21H26N2O,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
Benzylmorphine,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Berberine HCl,,,,Other,06-2014,Structure Image cannot be exported
Beta-Sitosterol,,,,Other substances,03-2018,Structure Image cannot be exported
Beta-bromoallyl sec-amylbarbituric acid,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Beta-pinene,,,,Other substances,03-2015,Structure Image cannot be exported
Betacetylmethadol,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Betahistine,,,,Other substances,07-2013,Structure Image cannot be exported
Betameprodine,,,,Narcotics,10-1998,Structure Image cannot be exported
Betamethadol,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Betamethasone,,,,Other substances,02-2010,Structure Image cannot be exported
Betaprodine,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Betaxolol,,,,Other substances,04-2011,Structure Image cannot be exported
Bethanechol,,,,Other substances,07-2000,Structure Image cannot be exported
Bethanechol Chloride,,,,Other substances,12-2005,Structure Image cannot be exported
Bezitramide,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Biaxin,,,,Other substances,09-2000,Structure Image cannot be exported
Bicalutamide,,,,Other substances,03-2006,Structure Image cannot be exported
Bictegravir,,,,Other substances,06-2019,Structure Image cannot be exported
Biperiden,,,,Other substances,12-2005,Structure Image cannot be exported
Biphenyl,,,,Other substances,10-1998,Structure Image cannot be exported
Bipiperidinyl 4-ANPP,,"N-phenyl-1'-phenethyl-1,4'-bipiperidin-4-amine",C24H33N3,Fentanyl and Fentanyl-related,09-2022,Structure Image cannot be exported
Bis(2-ethylhexyl) phthalate,Bis(2-ethylhexyl)phthalate;DEHP;DOP;Di(2- Ethylhexyl)phthalate;Diethylhexyl Phthalate;Octyl Phthalate;dioctyl phthalate,"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",C24H38O4,New Drug,12-2023,Structure Image cannot be exported
Bisacodyl,,,,Other substances,03-2000,Structure Image cannot be exported
Bismuth Subcarbonate,,,,Other substances,04-2011,Structure Image cannot be exported
Bismuth Subsalicylate,,,,Other substances,12-2005,Structure Image cannot be exported
Bisoprolol,,,,Other substances,07-2003,Structure Image cannot be exported
Bk-2C-B,"beta-keto 2C-B;bk-4-bromo-2,5-dimethoxyphenethylamine","2-amino-1-(4-bromo-2,5-dimethoxyphenyl)ethan-1-one",C10H12BrNO3,Phenethylamines (2C Series) (H),05-2017,Structure Image cannot be exported
Black Cohosh,,,,Other substances,03-2006,Structure Image cannot be exported
Bolasterone,,,,Steroids,07-2006,Structure Image cannot be exported
Boldenone,,,,Steroids,10-1998,Structure Image cannot be exported
Boldione,,,,Steroids,07-2010,Structure Image cannot be exported
Boric Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Borneol,,,,Other substances,05-2011,Structure Image cannot be exported
Boron Trichloride,,,,Other substances,10-1998,Structure Image cannot be exported
Boron Trifluoride Etherate,,,,Other substances,10-1998,Structure Image cannot be exported
Bosentan,,,,Other,06-2010,Structure Image cannot be exported
Brallobarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Brexpiprazole,,,,Other substances,02-2018,Structure Image cannot be exported
Brispen,,,,Other substances,08-2003,Structure Image cannot be exported
Brivaracetam,,(2S)‐2‐[(4R)‐2‐oxo‐4‐propylpyrrolidin‐1-yl]butanamide,C11H20N2O2,Other substances,06-2020,Structure Image cannot be exported
Brodifacoum,bromfenacoum,"3-[3-(4'-bromo-4-biphenylyl)-1,2,3,4-tetrahydro-1-naphthalenyl]-4-hydroxy-2H-chromen-2-one",C31H23BrO3,Other substances,05-2018,Structure Image cannot be exported
Bromal Hydrate,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Bromantane,iadasten,N‐(4‐bromophenyl)adamantan‐2‐amine,C16H20BrN,Stimulants,12-2020,Structure Image cannot be exported
Bromazepam,,"7-bromo-5-(pyrid-2-yl)-1,3-dihydro-1,4-benzodiazepin-2-one",C14H10BrN3O,Benzodiazepines,10-1998,Structure Image cannot be exported
Bromazolam,,"8-bromo-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3- a][1,4]benzodiazepine",C17H13BrN4,Benzodiazepines,09-2017,Structure Image cannot be exported
Brometone,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Bromfenac Sodium,,,,Other substances,07-2000,Structure Image cannot be exported
Bromhexine,,,,Other substances,06-2009,Structure Image cannot be exported
Bromisovalum,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Bromo-dragonfly,DOB-DFLY,"2-(8-bromo-1,5-dioxa-s-indacen-4-yl)-1-methylethylamine",C13H12BrNO2,Phenethylamines (D Series) (H),06-2010,Structure Image cannot be exported
Bromoacetyl Bromide,,,,Other substances,10-1998,Structure Image cannot be exported
Bromobenzene,,,,Other substances,10-1998,Structure Image cannot be exported
Bromocriptine,,,,Other substances,07-2003,Structure Image cannot be exported
Bromoethylbenzene,,,,Other substances,10-2020,Structure Image cannot be exported
Bromoisovalerylurea,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Brompheniramine,,,,Other substances,07-2003,Structure Image cannot be exported
Brorphine,,"1-(1-(1-(4-bromophenyl)ethyl)piperidin-4-yl)-1,3-dihydro-2H-benzo[d]imidazol-2-one",C20H22BrN3O,Narcotic Analgesics,11-2019,Structure Image cannot be exported
Brotizolam,,"4-bromo-7-(2-chlorophenyl)-13-methyl-3-thia-1,8,11,12-tetraazatricyclo[8.3.0.0²,⁶]trideca-2(6),4,7,10,12-pentaene",C15H10BrClN4S,Benzodiazepines,10-1998,Structure Image cannot be exported
Brucine,"2,3-dimethoxystrychnidin-10-one;2,3-dimethoxystrychnine","2,3-dimethoxystrychnidin-10-one",C23H26N2O4,Stimulants,10-1998,Structure Image cannot be exported
Budesonide,,,,Other substances,06-2004,Structure Image cannot be exported
Bumetanide,,,,Other substances,02-2000,Structure Image cannot be exported
Buphedrone,MABP;alpha-methylamino-butyrophenone,2-(methylamino)-1-phenylbutan-1-one,C11H15NO,Synthetic Cathinones,06-2012,Structure Image cannot be exported
Bupivacaine,,"N-2,6-dimethylphenyl-1-butylpiperidine-2-carboxamide",C18H28N2O,Other substances,11-1999,Structure Image cannot be exported
Buprenorphine,,"(1S,2S,6R,14R,15R,16R)-5-(cyclopropylmethyl)-16-(1-hydroxy-1,2,2-trimethylpropyl)-15-methoxy-13-oxa-5-azahexacyclo[13.2.2.1²,⁸.0¹,⁶.0²,¹⁴.0¹²,²⁰]icosa-8,10,12(20)-trien-11-ol",C29H41NO4,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Bupropion,,,,Antidepressants,11-1999,Structure Image cannot be exported
Buspirone,,,,Other substances,11-1999,Structure Image cannot be exported
Butabarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Butacaine,,3-(dibutylamino)propyl 4-aminobenzoate,C18H30N2O2,Other substances,10-1998,Structure Image cannot be exported
Butalbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Butallylonal,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Butaperazine,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Butethal,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Butonitazene,butoxynitazene,"2-(2-(4-butoxybenzyl)-5-nitro-1H-benzimidazol-1-yl)-N,N-diethylethan-1-amine",C24H32N4O3,Narcotic Analgesics,09-2021,Structure Image cannot be exported
Butorphanol,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Butyl Acetate,,,,Other substances,10-1998,Structure Image cannot be exported
Butyl Nitrite,,,,Other substances,10-1998,Structure Image cannot be exported
Butylamine,,,,Other substances,10-1998,Structure Image cannot be exported
Butylone,beta-keto-N-methylbenzodioxolylpropylamine;bk-MBDB,"1-(2H-1,3-benzodioxol-5-yl)-2-(methylamino)butan-1-one",C12H15NO3,Synthetic Cathinones,05-2011,Structure Image cannot be exported
Butylpentedrone,N-butyl Pentedrone,2-(butylamino)-1-phenylpentan-1-one,C15H23NO,Synthetic Cathinones,08-2024,Structure Image cannot be exported
Butylpentylone,,,C16H23NO3,Synthetic Cathinones,05-2019,Structure Image cannot be exported
Butyryl fentanyl,,N-(1-phenethylpiperidin-4-yl)-N-phenylbutyramide,C23H30N2O,Fentanyl and Fentanyl-related,03-2015,Structure Image cannot be exported
Butyryl/Isobutyryl fentanyl,,,,Fentanyl and Fentanyl-related,11-2023,Structure Image cannot be exported
CALCIUM PHOSPHATE,,,,Other substances,06-2014,Structure Image cannot be exported
CB-13,,1-naphthalenyl[4-(pentyloxy)-1-naphthalenyl]methanone,C26H24O2,Synthetic Cannabinoids,02-2012,Structure Image cannot be exported
CBC,chlorobutylcathinone,,C13H18ClNO,Synthetic Cathinones,05-2021,Structure Image cannot be exported
CEC,chloro-N-ethylcathinone;chloroethcathinone,,C11H14ClNO,Synthetic Cathinones,05-2017,Structure Image cannot be exported
CH-PIATA,,N-cyclohexyl-2-(1-pentylindol-3-yl)acetamide,C21H30N2O,Synthetic Cannabinoids,05-2022,Structure Image cannot be exported
CHO-4'Me-5'Br-FUBOXPYRA,,,,Synthetic Cannabinoids,09-2023,Structure Image cannot be exported
CHOLESTYRAMINE,,,,Other substances,03-2012,Structure Image cannot be exported
CIC,chloro-N-isopropylcathinone;chloroisopropylcathinone,,C12H16ClNO,Synthetic Cathinones,05-2018,Structure Image cannot be exported
"CL-218,872",,,,Depressants and Tranquilizers,09-2012,Structure Image cannot be exported
CMC,chloro-N-methylcathinone;chloromethcathinone,,C10H12ClNO,Synthetic Cathinones,12-2016,Structure Image cannot be exported
"CP 47,497",,"5-(1,1-dimethylheptyl)-2-(3-hydroxycyclohexyl)phenol",C21H34O2,Synthetic Cannabinoids,07-2010,Structure Image cannot be exported
"CP 47,497 C6 Homolog",,"5-(1,1-dimethylhexyl)-2-(3-hydroxycyclohexyl)phenol",C20H32O2,Synthetic Cannabinoids,07-2010,Structure Image cannot be exported
"CP 47,497 C8 Homolog",,"5-(1,1-dimethyloctyl)-2-(3-hydroxycyclohexyl)phenol",C22H36O2,Synthetic Cannabinoids,07-2010,Structure Image cannot be exported
"CP 47,497 C9 Homolog",,"5-(1,1-dimethylnonyl)-2-(3-hydroxycyclohexyl)phenol",C23H38O2,Synthetic Cannabinoids,07-2010,Structure Image cannot be exported
CUMYL-INACA,cumyl indazole-carboxamide,N-(2-phenylpropan-2-yl)-1H-indazole-3-carboxamide,C17H17N3O,Synthetic Cannabinoids,08-2024,Structure Image cannot be exported
CUMYL-PINACA,SGT-24,1-pentyl-N-(2-phenylpropan-2-yl)indazole-3-carboxamide,C22H27N3O,Synthetic Cannabinoids,08-2025,Structure Image cannot be exported
Cabergoline,,,,Other substances,10-2011,Structure Image cannot be exported
Caffeine,,"1,3,7-trimethyl-3,7-dihydro-2,6(1H)-purinedione",C8H10N4O2,Stimulants,10-1998,Structure Image cannot be exported
Calcitrol,,,,Other substances,05-2006,Structure Image cannot be exported
Calcium Acetate,,,,Other substances,08-2008,Structure Image cannot be exported
Calcium Chloride,,,,Other substances,02-2008,Structure Image cannot be exported
Calcium Gluconate,,,,Other substances,08-2004,Structure Image cannot be exported
Calcium Polycarbophil,,,,Other substances,08-2008,Structure Image cannot be exported
Calusterone,,,,Steroids,07-2006,Structure Image cannot be exported
Camazepam,,"7-chloro-3-(dimethylaminocarbonyloxy)-1-methyl-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",C19H18ClN3O3,Benzodiazepines,10-1998,Structure Image cannot be exported
Campesterol (Methylcholesterol),,,,Other substances,08-2008,Structure Image cannot be exported
Camphor,,,,Other substances,08-2008,Structure Image cannot be exported
Canagliflozin,,,,Other substances,05-2017,Structure Image cannot be exported
Cannabichromene,,,,Cannabinoids,10-1998,Structure Image cannot be exported
Cannabicitran,,"(6alpha,9beta,10aalpha)-6a,7,8,9,10,10a-hexahydro-6,6,9-trimethyl-3-pentyl-1,9-epoxy-6H-dibenzo[b,d]pyran",C21H30O2,Cannabinoids,06-2019,Structure Image cannot be exported
Cannabicoumaronone,,,C21H28O3,Cannabinoids,01-2023,Structure Image cannot be exported
Cannabicyclol,,,,Cannabinoids,10-1998,Structure Image cannot be exported
Cannabidibutol,,,,Cannabinoids,09-2023,Structure Image cannot be exported
Cannabidiol,,,,Cannabinoids,10-1998,Structure Image cannot be exported
Cannabidiolic acid,,"2,4-dihydroxy-3-[(1R,6R)-3-methyl-6-(prop-1-en-2-yl)cyclohex-2-en-1-yl]-6-pentylbenzoic acid",C22H30O4,Cannabinoids,03-2018,Structure Image cannot be exported
Cannabidivarin,CBDV,"2-[(1R,6R)-3-methyl-6-(prop-1-en-2-yl)cyclohex-2-en-1-yl]-5-propylbenzene-1,3-diol",C19H26O2,Cannabinoids,05-2019,Structure Image cannot be exported
Cannabielsoic acid,,,C22H30O5,Cannabinoids,07-2019,Structure Image cannot be exported
Cannabigerol,,,,Cannabinoids,10-1998,Structure Image cannot be exported
Cannabigerol monomethyl ether,CBGM;O-methyl cannabigerol,"2-[(2E)-3,7-dimethylocta-2,6-dienyl]-3-methoxy-5-pentylphenol",C22H34O2,Cannabinoids,01-2023,Structure Image cannot be exported
Cannabigerolic acid,,"3-[(2E)-3,7-dimethyl-2,6-octadien-1-yl]-2,4-dihydroxy-6-pentyl-benzoic acid",C22H32O4,Cannabinoids,06-2023,Structure Image cannot be exported
Cannabinol,,,,Cannabinoids,10-1998,Structure Image cannot be exported
Cannabinolic Acid,,,,Cannabinoids,06-2020,Structure Image cannot be exported
Cannabis/THC,,,,Cannabinoids,10-1998,Structure Image cannot be exported
Canrenone,,,,Other substances,05-2017,Structure Image cannot be exported
Capecitabine (Xeloda),,,,Other substances,08-2004,Structure Image cannot be exported
Caprolactam,,,,Other substances,05-2011,Structure Image cannot be exported
Caprylic acid,,,,Other substances,06-2014,Structure Image cannot be exported
Capsaicin,,,,Analgesics,02-2009,Structure Image cannot be exported
Capsicum,,,,Other substances,08-2008,Structure Image cannot be exported
Captodiame,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Captopril,,,,Other substances,06-2000,Structure Image cannot be exported
Carbamazepine,,,,Other substances,12-1999,Structure Image cannot be exported
"Carbamazepine-10,11-epoxide",,,,Other substances,10-2023,Structure Image cannot be exported
Carbamide peroxide,,,,Other,11-2012,Structure Image cannot be exported
Carbamoyl Chloride,,,,Other substances,10-1998,Structure Image cannot be exported
Carbidopa,,,,Other substances,11-1999,Structure Image cannot be exported
Carbinoxamine Maleate,,,,Other substances,10-1998,Structure Image cannot be exported
Carbomethoxypropional Chloride,,,,Other substances,10-1998,Structure Image cannot be exported
Carbon Tetrachloride,,,,Other substances,10-1998,Structure Image cannot be exported
Carboxymethylmorphine,,,,Narcotics,10-1998,Structure Image cannot be exported
Carbromal,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Cardarine,GW501516,"2-{2-methyl-4-[({4-methyl-2-[4-(trifluoromethyl)phenyl]-1,3-thiazol-5-yl}methyl)sulfanyl]phenoxy}acetic acid",C21H18F3NO3S2,Other substances,12-2018,Structure Image cannot be exported
Carfentanil,4-carbomethoxy fentanyl,methyl 4-(N-phenylpropionylamino)-1-phenethylpiperidine-4-carboxylate,C24H30N2O3,Fentanyl and Fentanyl-related,10-1998,Structure Image cannot be exported
Cariprazine,,,,Other substances,05-2018,Structure Image cannot be exported
Carisoprodol,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Carphenazine Maleate,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Carprofen,,,,Analgesics,07-2003,Structure Image cannot be exported
Carvacrol (Cymophenol),,,,Other substances,02-2009,Structure Image cannot be exported
Carvedilol,,,,Other substances,01-2005,Structure Image cannot be exported
Casanthranol,,,,Other substances,08-2008,Structure Image cannot be exported
Cathine,,2-amino-1-phenyl-1-propanol,C9H13NO,Phenethylamines (Other) (S),10-1998,Structure Image cannot be exported
Cathinone,,2-amino-1-phenyl-1-propanone,C9H11NO,Phenethylamines (Other) (S),10-1998,Structure Image cannot be exported
Cefaclor,,,,Other substances,05-2000,Structure Image cannot be exported
Cefadroxil,,,,Other substances,11-1999,Structure Image cannot be exported
Cefazolin,,,,Other,06-2010,Structure Image cannot be exported
Cefdinir,,,,Other substances,01-2005,Structure Image cannot be exported
Cefditoren Pivoxil,,,,Other substances,03-2008,Structure Image cannot be exported
Cefixime,,,,Other substances,02-2006,Structure Image cannot be exported
Cefpodoxime,,,,Other substances,10-2005,Structure Image cannot be exported
Cefprozil,,,,Other,02-2008,Structure Image cannot be exported
Cefradine,,,,Other substances,04-2011,Structure Image cannot be exported
Ceftibuten,,,,Other substances,05-2014,Structure Image cannot be exported
Ceftriaxone Sodium,,,,Other substances,01-2004,Structure Image cannot be exported
Cefuroxime,,,,Other substances,03-2001,Structure Image cannot be exported
Cefuroxime Axetil,,,,Other substances,08-2001,Structure Image cannot be exported
Celebrex,,,,Other substances,07-2000,Structure Image cannot be exported
Celecoxib,,,,Other substances,09-2000,Structure Image cannot be exported
Celexa,,,,Other substances,01-2001,Structure Image cannot be exported
Centrum,,,,Other substances,08-2004,Structure Image cannot be exported
Cephalexin,,,,Other substances,11-1999,Structure Image cannot be exported
Ceraphyl,,,,Other substances,08-2012,Structure Image cannot be exported
Cetirizine,,,,Other substances,11-1999,Structure Image cannot be exported
Cevimeline (Evoxac),,,,Other substances,04-2011,Structure Image cannot be exported
Chlophedianol,,,,Other substances,06-2016,Structure Image cannot be exported
Chloral Betaine,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Chloral Hydrate,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Chloralformamide,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Chloralimide,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Chloralurethane,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Chloramphenicol,,,,Other substances,09-2003,Structure Image cannot be exported
Chlorcyclizine,,,,Other substances,10-1998,Structure Image cannot be exported
Chlordiazepoxide,,"N-methyl(Z)-(9-chloro-5-hydroxy-6-phenyl-2,5-diazabicyclo[5.4.0]undeca-1,6,8,10-tetraen-3-ylidene)amine",C16H14ClN3O,Benzodiazepines,10-1998,Structure Image cannot be exported
Chlorhexadol,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Chloro 4-ANPP,despropionyl chlorofentanyl,,C19H23ClN2,Fentanyl and Fentanyl-related,09-2021,Structure Image cannot be exported
Chloro-AB-PINACA,,,C18H25ClN4O2,Synthetic Cannabinoids,03-2018,Structure Image cannot be exported
"Chloro-N,N-DMC","chloro-N,N-dimethylcathinone",,C11H14ClNO,Synthetic Cathinones,05-2018,Structure Image cannot be exported
