Substance Name,Synonyms,Chemical Name,Chemical Formula,NFLIS Detailed Drug Category,Date Added to NFLIS-Drug,Chemical Structures
HU-210,,"(6aR,10aR)-9-(hydroxymethyl)-6,6-dimethyl-3-(2-methyloctan-2-yl)-6a,7,10,10a-tetrahydrobenzo[c]chromen-1-ol",C25H38O3,Synthetic Cannabinoids,07-2010,Structure Image cannot be exported
HU-211,dexanabinol,"(6aS,10aS)-9-(hydroxymethyl)-6,6-dimethyl-3-(2-methyloctan-2-yl)-6a,7,10,10a-tetrahydrobenzo[c]chromen-1-ol",C25H38O3,Synthetic Cannabinoids,07-2010,Structure Image cannot be exported
HU-308,,"4-[4-(1,1-dimethylheptyl)-2,6-dimethoxyphenyl]-6,6-dimethyl-bicyclo[3.1.1]hept-2-ene-2-methanol",C27H42O3,Synthetic Cannabinoids,04-2012,Structure Image cannot be exported
HU-331,cannabidiol hydroxy quinone;cannabidiolquinone,"3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-2,5-cyclohexadiene-1,4-dione",C21H28O3,Synthetic Cannabinoids,01-2021,Structure Image cannot be exported
Halazepam,,"7-chloro-5-phenyl-1-(2,2,2-trifluoroethyl)-1,3-dihydro-1,4-benzodiazepin-2-one",C17H12ClF3N2O,Benzodiazepines,10-1998,Structure Image cannot be exported
Haloperidol,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Halothane,,,,Other,12-2003,Structure Image cannot be exported
Haloxazolam,,"13-bromo-2-(2-fluorophenyl)-3-oxa-6,9-diazatricyclo[8.4.0.0²,⁶]tetradeca-1(14),10,12-trien-8-one",C17H14BrFN2O2,Benzodiazepines,10-1998,Structure Image cannot be exported
Harmaline,,,,Stimulants,10-1998,Structure Image cannot be exported
Harmine,,,,Stimulants,10-1998,Structure Image cannot be exported
Helional,"3-(3,4-Methylenedioxyphenyl)-2-methylpropanal","3-(1,3-benzodioxol-5-yl)-2-methylpropanal",C11H12O3,Other,12-2024,Structure Image cannot be exported
Hemp,,,,Other substances,06-2019,Structure Image cannot be exported
Heparin,,,,Other,01-2005,Structure Image cannot be exported
Heptabarbital,heptabarb,"5‐(cyclohept‐1‐en‐1‐yl)‐5‐ethyl‐1,3‐diazinane‐2,4,6‐trione",C13H18N2O3,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Heptobarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Heroin,,,,Heroin,10-1998,Structure Image cannot be exported
Hexahydrocannabinol,,"6,6,9-trimethyl-3-pentyl-6a,7,8,9,10,10a-hexahydro-6H-dibenzo[b,d]pyran-1-ol",C21H32O2,Cannabinoids,09-2022,Structure Image cannot be exported
Hexamethylenetetramine Anhydromethylencitrate,,,,Other,08-2008,Structure Image cannot be exported
Hexapeptide-6 (GHRP-6),,,,Other substances,01-2014,Structure Image cannot be exported
Hexarelin,,,,Steroids,01-2014,Structure Image cannot be exported
Hexethal,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Hexobarbital,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Histidine,,,,Other substances,02-2018,Structure Image cannot be exported
Homarylamine,MDMPEA;N-methyl-3-4-methylenedioxyphenethylamine;N-methylhomopiperonylamine,"[2‐(2H‐1,3‐benzodioxol‐5‐yl)ethyl](methyl)amine",C10H13NO2,Phenethylamines,05-2019,Structure Image cannot be exported
Homoamphetamine,,1-methyl-3-phenylpropylamine,C10H15N,Phenethylamines,01-2022,Structure Image cannot be exported
Hoodia Gordonii,,,,Other,06-2010,Structure Image cannot be exported
Human Chorionic Gonadotropin,,,,Other substances,10-1998,Structure Image cannot be exported
Human Growth Hormone,,,,Other substances,10-1998,Structure Image cannot be exported
Hyaluronate sodium,,,,Other substances,06-2016,Structure Image cannot be exported
Hydralazine,,,,Other substances,03-2005,Structure Image cannot be exported
Hydrazine,,,,Other substances,10-1998,Structure Image cannot be exported
Hydriodic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Hydrobromic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Hydrochloric Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Hydrochlorothiazide,,,,Other substances,03-2000,Structure Image cannot be exported
Hydroclorothiazide,,,,Other,05-2004,Structure Image cannot be exported
Hydrocodeinone,,,,Narcotic Analgesics,09-2005,Structure Image cannot be exported
Hydrocodone,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Hydrocortisone,,,,Other substances,07-2000,Structure Image cannot be exported
Hydrocotarnine,,,,Narcotic Analgesics,09-2011,Structure Image cannot be exported
Hydrocyanic Acid,,,,Other substances,10-1998,Structure Image cannot be exported
Hydroflumethiazide,,,,Other,02-2009,Structure Image cannot be exported
Hydrogen Chloride,,,,Other substances,10-1998,Structure Image cannot be exported
Hydrogen Peroxide,,,,Other substances,10-1998,Structure Image cannot be exported
Hydromorphinol,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Hydromorphinone Sulfate,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Hydromorphone,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Hydroquinone,,,,Other,06-2010,Structure Image cannot be exported
Hydroxetamine,3-hydroxy-2-oxo-PCE;HXE;O-desmethyl methoxetamine,,C14H19NO2,Depressants and Tranquilizers,03-2023,Structure Image cannot be exported
Hydroxocobalamin,,,,Other,06-2010,Structure Image cannot be exported
Hydroxy PCP,hydroxy phencyclidine,,C17H25NO,Depressants and Tranquilizers,04-2019,Structure Image cannot be exported
Hydroxyamphetamine,,4-2-aminopropylbenzenol,C9H13NO,Phenethylamines (Amphetamines) (S),10-1998,Structure Image cannot be exported
Hydroxybupropion,,,,Other substances,10-2023,Structure Image cannot be exported
Hydroxychloroquine,,,,Other,08-2008,Structure Image cannot be exported
Hydroxycitrate (Hydroxycut),,,,Other substances,02-2009,Structure Image cannot be exported
Hydroxyephedrine,,,,Other substances,11-2012,Structure Image cannot be exported
Hydroxylamine,,,,Other substances,10-1998,Structure Image cannot be exported
Hydroxymethamphetamine,,,C10H15NO,Phenethylamines (Amphetamines) (S),06-2018,Structure Image cannot be exported
Hydroxypethidine,,,,Narcotics,10-1998,Structure Image cannot be exported
Hydroxyphenamate,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Hydroxyurea,,,,Other,03-2008,Structure Image cannot be exported
Hydroxyzine,,,,Depressants and Tranquilizers,10-1998,Structure Image cannot be exported
Hygrine,,,,Cocaine Alkaloids,10-1998,Structure Image cannot be exported
Hyoscyamine,,,,Other substances,10-1998,Structure Image cannot be exported
Hyoscyamine Sulfate,,,,Other substances,03-2006,Structure Image cannot be exported
Hyoscyamus Niger,,,,Other substances,10-1998,Structure Image cannot be exported
Hypophosphorous Acid,,,,Other substances,04-2003,Structure Image cannot be exported
Ibandronate,,,,Other substances,05-2012,Structure Image cannot be exported
Ibogaine,,,,Psychedelics,10-1998,Structure Image cannot be exported
Ibuprofen,,,,Analgesics,10-1998,Structure Image cannot be exported
Ibutamoren,MK-677,"2-amino-N-[3-(benzyloxy)-1-{1-methanesulfonyl-1,2-dihydrospiro[indole-3,4’-piperidin]-1'-yl}-1-oxopropan-2-yl]-2-methylpropanamide",C27H36N4O5S,Other substances,06-2018,Structure Image cannot be exported
Iloperidone,,,,Other,10-2012,Structure Image cannot be exported
Imazepic,,,,Other,06-2014,Structure Image cannot be exported
Imdur,,,,Other,08-2008,Structure Image cannot be exported
Imidazosagatriazinone,,"5-(2-ethoxyphenyl)-1-methyl-3-propyl-1,6-dihydro-1,2,4,6-tetraazainden-7-one",C17H20N4O2,Other substances,01-2022,Structure Image cannot be exported
Imipramine,,,,Antidepressants,11-1999,Structure Image cannot be exported
Imiquimod,,"3-isobutyl-3,5,8-triazatricyclo[7.4.0.0²,⁶]trideca-1,4,6,8,10,12-hexaen-7-ylamine",C14H16N4,Other substances,06-2022,Structure Image cannot be exported
Indapamide,,,,Other,08-2008,Structure Image cannot be exported
Indazole-3-carboxamide,Indazolyl-3-formamide,1H-indazole-3-carboxamide,C8H7N3O,Synthetic Cannabinoids,09-2024,Structure Image cannot be exported
Indinavir Sulfate,,,,Other substances,04-2000,Structure Image cannot be exported
Indomethacin,,,,Other substances,11-1999,Structure Image cannot be exported
Insulin,,,,Other substances,07-2000,Structure Image cannot be exported
Insulin Growth Factor (IGF),,,,Steroids,01-2014,Structure Image cannot be exported
Interferon Beta-1B,,,,Other,08-2008,Structure Image cannot be exported
Iodomethyl p-tolyl sulfone,,,,Other,06-2014,Structure Image cannot be exported
Ipomea,,,,Hallucinogens,10-1998,Structure Image cannot be exported
Ipratropium,,,,Other,08-2003,Structure Image cannot be exported
Iproniazid Phosphate,,,,Stimulants,10-1998,Structure Image cannot be exported
Irbesartan,,,,Other,08-2008,Structure Image cannot be exported
Irganox 1076,,"octadecyl 3-[3,5-bis(tert-butyl)-4-hydroxyphenyl]propionate",C35H62O3,Other substances,06-2023,Structure Image cannot be exported
Isatoic Anhydride,,,,Other substances,10-1998,Structure Image cannot be exported
Iso-lysergide,,,,Hallucinogens,01-2020,Structure Image cannot be exported
Isoamyl Nitrite,,,,Other substances,07-2003,Structure Image cannot be exported
Isobutane,,,,Other substances,03-2015,Structure Image cannot be exported
Isobutyl Nitrite,,,,Other substances,10-1998,Structure Image cannot be exported
Isobutyrophenone,,,,Other substances,10-1998,Structure Image cannot be exported
Isobutyryl Chloride,,,,Other substances,10-1998,Structure Image cannot be exported
Isobutyryl fentanyl,,N-(1-phenethylpiperidin-4-yl)-N-phenylisobutyramide,C23H30N2O,Fentanyl and Fentanyl-related,05-2017,Structure Image cannot be exported
Isocarboxazid,,,,Stimulants,10-1998,Structure Image cannot be exported
Isoflurane,,,,Other,07-2008,Structure Image cannot be exported
Isoleucine,,"(2S,3S)-2-Amino-3-methylpentanoic acid",,Other substances,05-2018,Structure Image cannot be exported
Isomethadone,,,,Narcotic Analgesics,10-1998,Structure Image cannot be exported
Isometheptene,,,,Other substances,02-2000,Structure Image cannot be exported
Isometheptene Mucate,,,,Stimulants,07-2008,Structure Image cannot be exported
