as_of,node,level,n_leaves,window_q,observed,expected,n_study,llr,p_value,obs_exp,recurrence_interval
2024-01-01,Sertraline,substance,1,4.0,8,6.496638070948295,20,0.24886931027675852,1.0,1.2314061384725197,1.0
2024-01-01,Buprenorphine,substance,1,4.0,5,3.897982842568977,12,0.22147317097473795,1.0,1.2827147275755415,1.0
2024-01-01,MDMA,substance,1,3.0,18,15.766287966612566,64,0.2037870730499236,1.0,1.1416764705882354,1.0
2024-01-01,"1,1-Difluoroethane",substance,1,3.0,3,2.217134245304892,9,0.1713490949144174,1.0,1.3530980392156864,1.0
2024-01-01,Amphetamine,substance,1,4.0,21,19.16508230929747,59,0.12808884647278584,1.0,1.0957427503357167,1.0
2024-01-01,Benzodiazepines,category,19,1.0,53,49.85485740783677,604,0.10612674566100067,1.0,1.0630859810997844,1.0
2024-01-01,Oxycodone,substance,1,2.0,18,16.41838627405518,103,0.08837983016011952,1.0,1.096331862312445,1.0
2024-01-01,Hallucinogens,superclass,8,3.0,18,16.50533271504753,67,0.08806393880648877,1.0,1.090556628621598,1.0
2024-01-01,Alprazolam,substance,1,1.0,32,29.962439137491305,363,0.07400759858487138,1.0,1.0680038381774848,1.0
2024-01-01,Opioids,superclass,29,6.0,3486,3470.3246000463714,7027,0.06994367618300679,1.0,1.0045169837868824,1.0
2024-01-01,Clonazepam,substance,1,1.0,5,4.292140041734291,52,0.060679902621784465,1.0,1.164920051858254,1.0
2024-01-01,Inhalants,family,7,5.0,5,4.570368652909807,11,0.03427380908113209,1.0,1.0940036525974026,1.0
2024-01-01,Cardiovascular medications,family,23,2.0,4,3.825643403663343,24,0.004669812361067838,1.0,1.0455757575757576,1.0
2024-01-01,Doxylamine,substance,1,4.0,4,3.897982842568977,12,0.0019684803557225433,1.0,1.026171782060433,1.0
2024-01-01,Morphine,substance,1,1.0,9,8.831903547414791,107,0.0017336261974225942,1.0,1.0190328677937626,1.0
2024-01-01,Trazodone,substance,1,3.0,7,6.897750985392998,28,0.0010022486879771864,1.0,1.0148235294117647,1.0
2024-01-01,Duloxetine,substance,1,6.0,4,3.9508462786923255,8,0.0006040676895235284,1.0,1.0124413145539906,1.0
2024-01-01,Lamotrigine,substance,1,6.0,3,2.9631347090192444,6,0.00045305076714298453,1.0,1.0124413145539906,1.0
2024-04-01,Bromazolam,substance,1,4.0,20,6.80360884749709,21,18.912593997542388,0.0001,2.939616378351556,10000.0
2024-04-01,Carfentanil,substance,1,2.0,4,0.6379511059371362,4,7.343151984624521,0.0326,6.2700729927007295,30.674846625766875
2024-04-01,Benzylfentanyl,substance,1,1.0,3,0.30640279394644937,4,5.537800197822332,0.1985,9.791033434650455,5.037783375314861
2024-04-01,Mirtazapine,substance,1,3.0,8,2.8400465657741565,12,4.970781810120606,0.3131,2.816855222167568,3.1938677738741617
2024-04-01,Acetyl fentanyl,substance,1,5.0,66,49.14086146682189,122,4.729742196161396,0.3783,1.343077797782621,2.6434047052603753
2024-04-01,Designer benzodiazepines,family,8,3.0,21,11.360186263096626,48,4.659498256375448,0.3919,1.8485612395474664,2.5516713447307984
2024-04-01,Xylazine,substance,1,4.0,4,1.2959254947613505,4,4.508277013809641,0.4703,3.0865971972691337,2.12630236019562
2024-04-01,Methocarbamol,substance,1,3.0,3,0.7100116414435391,3,4.3232586040498635,0.5476,4.225282833251352,1.8261504747991235
2024-04-01,Amphetamine,substance,1,1.0,12,4.90244470314319,64,4.0888881501149825,0.6168,2.4477583586626137,1.6212710765239948
2024-04-01,Hydromorphone,substance,1,2.0,8,2.870779976717113,18,4.0584334214115145,0.6226,2.786699107866991,1.6061676839061998
2024-04-01,Mitragynine,substance,1,2.0,15,7.495925494761351,47,3.663985627019338,0.7242,2.00108712533002,1.3808340237503454
2024-04-01,Cutting agents and adulterants,family,5,3.0,14,7.336786961583237,31,3.42414737357871,0.8347,1.9081922472748043,1.1980352222355337
2024-04-01,Novel synthetic opioids,family,4,4.0,3,0.9719441210710129,3,3.381207760357231,0.8635,3.0865971972691337,1.1580775911986103
2024-04-01,Oxazepam,substance,1,4.0,3,0.9719441210710129,3,3.381207760357231,0.8635,3.0865971972691337,1.1580775911986103
2024-04-01,Nitazenes,family,2,4.0,3,0.9719441210710129,3,3.381207760357231,0.8635,3.0865971972691337,1.1580775911986103
2024-04-01,Codeine,substance,1,3.0,17,9.703492433061701,41,3.1615027785313305,0.9061,1.7519465406164143,1.1036309458117206
2024-04-01,Depressants,superclass,40,2.0,197,167.14318975552968,1048,3.032520235614161,0.929,1.1786301331698892,1.0764262648008611
2024-04-01,Ketamine,substance,1,2.0,14,7.495925494761351,47,2.809191650837704,0.9608,1.8676813169746855,1.0407993338884263
2024-04-01,Depressants and Tranquilizers,category,21,3.0,126,104.60838183934808,442,2.7446685509415794,0.9641,1.2044923913793448,1.0372368011617052
2024-04-01,Metoclopramide,substance,1,5.0,3,1.2083818393480792,3,2.7279904407795934,0.9754,2.4826589595375723,1.025220422390814
2024-04-01,Clonazepam,substance,1,1.0,10,4.596041909196741,60,2.642494571482281,0.9782,2.1757852077001014,1.0222858311183807
2024-04-01,Benzodiazepines,category,19,1.0,62,46.42002328288708,606,2.581971575115185,0.9815,1.335630523538676,1.0188487009679061
2024-04-01,Lorazepam,substance,1,1.0,8,3.370430733410943,44,2.5600298068691467,0.9822,2.3735838629455652,1.018122581958868
2024-04-01,Ephedrine,substance,1,2.0,3,0.7974388824214202,5,2.4897932196049677,0.9861,3.762043795620438,1.0140959334753068
2024-04-01,Antihistamines,family,9,3.0,26,17.51362048894063,74,2.458729476432265,0.9884,1.484558833304529,1.011736139214893
2024-04-01,Propranolol,substance,1,3.0,3,0.9466821885913854,4,2.3439835802893114,0.9934,3.1689621249385143,1.00664384940608
2024-04-01,Dissociatives,family,4,3.0,110,93.24819557625146,394,1.897365299026962,0.9991,1.179647491516875,1.0009008107296566
2024-04-01,Hydroxyzine,substance,1,3.0,7,3.5500582072176954,15,1.8842782074598623,0.9993,1.9717986555172977,1.0007004903432404
2024-04-01,Other substances,category,71,3.0,68,55.38090803259605,234,1.7960995998933367,0.9996,1.2278599686371452,1.0004001600640255
2024-04-01,Dextromethorphan,substance,1,3.0,4,1.6566938300349245,7,1.794184736640561,0.9997,2.414447333286487,1.000300090027008
2024-04-01,Prescription benzodiazepines,family,11,1.0,55,42.743189755529684,558,1.7569225854203676,0.9997,1.2867546927258664,1.000300090027008
2024-04-01,Quetiapine,substance,1,3.0,17,11.360186263096626,48,1.6710792835207933,0.9998,1.4964543367765204,1.0002000400080016
2024-04-01,Diphenhydramine,substance,1,2.0,10,5.90104772991851,37,1.458445649250931,1.0,1.6946143223515486,1.0
2024-04-01,Buprenorphine,substance,1,5.0,5,2.819557625145518,7,1.3897497681628264,1.0,1.773327828241123,1.0
2024-04-01,Methadone,substance,1,5.0,25,19.334109429569267,48,1.3602085043701475,1.0,1.2930515414258188,1.0
2024-04-01,Narcotic Analgesics,category,18,3.0,142,125.90873108265426,532,1.310141038283481,1.0,1.1278010569956618,1.0
2024-04-01,Lidocaine,substance,1,3.0,5,2.6033760186263097,11,1.2467227117946176,1.0,1.920583106023342,1.0
2024-04-01,Citalopram,substance,1,2.0,7,3.9871944121071015,25,1.1540711325517772,1.0,1.7556204379562044,1.0
2024-04-01,Phenethylamines (Amphetamines) (S),category,4,5.0,2147,2094.9313154831198,5201,1.0806648394175582,1.0,1.024854602216337,1.0
2024-04-01,Chlorcyclizine,substance,1,3.0,3,1.4200232828870782,6,0.9745721848342361,1.0,2.112641416625676,1.0
2024-04-01,Antidepressants,category,16,3.0,38,31.713853317811413,134,0.7827361610005239,1.0,1.1982145348026223,1.0
2024-04-01,Methamphetamine,substance,1,5.0,2112,2068.3469150174624,5135,0.7696292748843092,1.0,1.0211053013716362,1.0
2024-04-01,Bupropion,substance,1,3.0,6,3.7867287543655417,16,0.7621609447188287,1.0,1.5844810624692571,1.0
2024-04-01,Antipsychotics,family,13,3.0,21,16.566938300349246,70,0.7355212655259038,1.0,1.2675848499754057,1.0
2024-04-01,"1,1-Difluoroethane",substance,1,4.0,5,3.2398137369033764,10,0.6615477096938538,1.0,1.5432985986345669,1.0
2024-04-01,Muscle relaxants,family,7,3.0,8,5.680093131548313,24,0.5733984471590317,1.0,1.408427611083784,1.0
2024-04-01,Midazolam,substance,1,6.0,3,1.9753201396973226,4,0.5482338278229875,1.0,1.5187411598302687,1.0
2024-04-01,Cyclobenzaprine,substance,1,4.0,6,4.211757857974389,13,0.5307442797137651,1.0,1.4245833218165234,1.0
2024-04-01,Stimulants,superclass,11,5.0,2790,2748.2630966239813,6823,0.529815481466116,1.0,1.0151866476784153,1.0
2024-04-01,Medicines and other,superclass,123,3.0,390,372.75611175785804,1575,0.5171043670790567,1.0,1.046260511090811,1.0
2024-04-01,Temazepam,substance,1,6.0,11,8.888940628637952,18,0.4989094475891167,1.0,1.2374927968987373,1.0
2024-04-01,PCP,substance,1,3.0,88,80.23131548311991,339,0.48233094636840335,1.0,1.0968285820829469,1.0
2024-04-01,MDMA,substance,1,4.0,24,20.41082654249127,63,0.4542217822419885,1.0,1.1758465513406224,1.0
2024-04-01,Inhalants,family,7,6.0,7,5.432130384167637,11,0.4521787130091961,1.0,1.2886288628862885,1.0
2024-04-01,Tramadol,substance,1,1.0,6,4.0598370197904545,53,0.44251287031140984,1.0,1.4778918391925215,1.0
2024-04-01,Fentanyl,substance,1,6.0,2753,2718.53434225844,5505,0.43159714196275445,1.0,1.0126780291886721,1.0
2024-04-01,Alprazolam,substance,1,2.0,63,56.77764842840512,356,0.3942942249694026,1.0,1.1095915689329943,1.0
2024-04-01,Chlordiazepoxide,substance,1,3.0,3,1.8933643771827708,8,0.38108047235941434,1.0,1.5844810624692571,1.0
2024-04-01,Fentanyl and Fentanyl-related,category,9,6.0,2950,2917.5478463329455,5908,0.35654321503856323,1.0,1.0111230921912193,1.0
2024-04-01,Prescription opioids,family,13,3.0,121,114.07520372526194,482,0.27163161833086313,1.0,1.0607037817913145,1.0
2024-04-01,Hallucinogens,superclass,8,4.0,24,21.382770663562283,66,0.23232028882847455,1.0,1.1223989808251396,1.0
2024-04-01,Doxylamine,substance,1,2.0,3,2.0733410942956927,13,0.22214796832749018,1.0,1.446939921392476,1.0
2024-04-01,Fluoxetine,substance,1,3.0,4,3.076717112922003,13,0.17079179133751166,1.0,1.3000870256158006,1.0
2024-04-01,Venlafaxine,substance,1,4.0,3,2.2678696158323635,7,0.16698962587893385,1.0,1.3228273702582,1.0
2024-04-01,Supplement,category,21,4.0,396,386.83376018626313,1194,0.1599961953229858,1.0,1.0236955528631297,1.0
2024-04-01,Cocaine,substance,1,4.0,532,522.2579743888243,1612,0.1339784855982753,1.0,1.018653665599987,1.0
2024-04-01,Barbiturates,family,4,5.0,3,2.4167636786961584,6,0.11558658786037912,1.0,1.2413294797687862,1.0
2024-04-01,Metoprolol,substance,1,6.0,3,2.469150174621653,5,0.11339883798913986,1.0,1.214992927864215,1.0
2024-04-01,Levamisole,substance,1,3.0,3,2.3667054714784634,10,0.10507446650369956,1.0,1.2675848499754057,1.0
2024-04-01,Sertraline,substance,1,5.0,9,8.055878928987195,20,0.0916188930153552,1.0,1.1171965317919075,1.0
2024-04-01,Ethanol,substance,1,4.0,383,376.46635622817234,1162,0.08361843246577383,1.0,1.0173551863632342,1.0
2024-04-01,Hydrocodone,substance,1,2.0,19,17.543655413271246,110,0.07037164831646292,1.0,1.083012607830126,1.0
2024-04-01,root,root,211,5.0,6644,6632.002328288708,16465,0.018168120602567228,1.0,1.0018090572224494,1.0
2024-04-01,Trazodone,substance,1,4.0,9,8.747497089639117,27,0.005364430024269784,1.0,1.0288657324230446,1.0
2024-04-01,Gabapentinoids,family,2,2.0,3,2.870779976717113,18,0.003418975246344491,1.0,1.0450121654501217,1.0
2024-04-01,Other,category,11,6.0,3,2.962980209545984,6,0.0004568564129514216,1.0,1.0124941065535125,1.0
2024-07-01,Bromazolam,substance,1,5.0,24,9.953622167429845,25,18.411678117233357,0.0001,2.411182542023002,10000.0
2024-07-01,Carfentanil,substance,1,3.0,12,2.786896794646002,12,17.51973519550108,0.0001,4.305864509605662,10000.0
2024-07-01,Prescription opioids,family,13,1.0,74,36.90689209815663,517,15.85758345858639,0.0001,2.0050455563473477,10000.0
2024-07-01,Narcotic Analgesics,category,18,1.0,77,40.47622402254315,567,14.291344439471253,0.0001,1.902351364522417,10000.0
2024-07-01,para-Fluorofentanyl,substance,1,1.0,42,21.059058353880477,295,8.874898248344508,0.0069,1.9943911685994644,144.92753623188406
2024-07-01,Morphine,substance,1,1.0,20,7.210050487260773,101,8.529834046433189,0.0093,2.7739056800416884,107.52688172043011
2024-07-01,Fentanyl analogs,family,8,1.0,55,31.195961019138196,437,8.095637578820487,0.0155,1.763048747440684,64.51612903225806
2024-07-01,Benzylfentanyl,substance,1,2.0,5,0.891863332159211,6,6.988566734756457,0.0545,5.606240126382306,18.34862385321101
2024-07-01,Xylazine,substance,1,5.0,7,2.787014206880357,7,6.446575121108095,0.0798,2.5116484812739603,12.531328320802006
2024-07-01,Designer benzodiazepines,family,8,4.0,25,13.953856991898554,45,5.783150531165425,0.1483,1.7916193361100594,6.743088334457182
2024-07-01,Cutting agents and adulterants,family,5,4.0,21,11.163085593518844,36,5.705898231737692,0.1763,1.8812003029155624,5.672149744753261
2024-07-01,Codeine,substance,1,4.0,25,14.263942702829635,46,5.356971961290817,0.2325,1.752671089672884,4.301075268817204
2024-07-01,Mirtazapine,substance,1,4.0,9,3.721028531172948,12,4.903700783711779,0.3222,2.4186861037485805,3.103662321539417
2024-07-01,Ephedrine,substance,1,3.0,5,1.393448397323001,6,4.860802329174094,0.3388,3.5882204246713854,2.95159386068477
2024-07-01,Antidepressants,category,16,1.0,21,10.20828930374545,143,4.806955732998599,0.351,2.057151729849098,2.8490028490028494
2024-07-01,Methocarbamol,substance,1,4.0,4,1.240342843724316,4,4.683626131375795,0.3919,3.224914804998107,2.5516713447307984
2024-07-01,Antihistamines,family,9,3.0,31,18.81155336386051,81,4.577683882680672,0.4378,1.6479234542935253,2.2841480127912286
2024-07-01,Amphetamine,substance,1,2.0,20,10.256428319830926,69,4.469842122733732,0.4594,1.9499965656981937,2.1767522855899
2024-07-01,Benzodiazepines,category,19,2.0,115,88.8890454385347,598,4.1878461904017,0.5677,1.29374772147284,1.7614937466971994
2024-07-01,Hydrocodone,substance,1,1.0,18,8.780556533990843,123,4.0840503702867075,0.602,2.049983953786906,1.6611295681063123
2024-07-01,Baclofen,substance,1,1.0,3,0.4283198309263826,6,3.98223905003006,0.6421,7.004111842105262,1.557389814670612
2024-07-01,Depressants,superclass,40,3.0,281,242.22777973464832,1043,3.903751307329678,0.6575,1.160065126748985,1.5209125475285172
2024-07-01,Clonazepam,substance,1,2.0,17,8.769989432898909,59,3.7363135301665125,0.6886,1.9384287894610008,1.4522218995062446
2024-07-01,Citalopram,substance,1,3.0,13,6.502759187507338,28,3.6072802707839964,0.7671,1.999151379459772,1.3036110024768608
2024-07-01,Hydromorphone,substance,1,3.0,10,4.64482799107667,20,3.3796348941833783,0.8571,2.152932254802831,1.1667250029168126
2024-07-01,Prescription benzodiazepines,family,11,2.0,104,82.20007044734061,553,3.177171199067807,0.8908,1.2652057283408895,1.122586439155815
2024-07-01,Oxycodone,substance,1,1.0,15,7.566983679699425,106,3.118808711882484,0.9015,1.9822958043694139,1.1092623405435387
2024-07-01,Diphenhydramine,substance,1,3.0,17,9.754138781261007,42,3.0810213025475424,0.9073,1.7428499205546728,1.1021712774165104
2024-07-01,Lidocaine,substance,1,2.0,6,2.2296583303980273,15,2.790359031408303,0.9477,2.6909952606635072,1.0551862403714256
2024-07-01,Hydroxyzine,substance,1,4.0,10,5.271457085828343,17,2.789975807742654,0.948,1.8970087088224157,1.0548523206751055
2024-07-01,Other substances,category,71,4.0,94,76.59117059997651,247,2.764756347282706,0.9497,1.2272955128332879,1.0529640939243972
2024-07-01,Novel synthetic opioids,family,4,5.0,3,1.1944346600915816,3,2.7628179090463267,0.9608,2.5116484812739603,1.0407993338884263
2024-07-01,Oxazepam,substance,1,5.0,3,1.1944346600915816,3,2.7628179090463267,0.9608,2.5116484812739603,1.0407993338884263
2024-07-01,Nitazenes,family,2,5.0,3,1.1944346600915816,3,2.7628179090463267,0.9608,2.5116484812739603,1.0407993338884263
2024-07-01,Mitragynine,substance,1,3.0,18,10.915345779030174,47,2.665053834431923,0.9705,1.6490544930404665,1.0303967027305512
2024-07-01,Muscle relaxants,family,7,1.0,6,2.141599154631913,30,2.603302223823774,0.9741,2.801644736842105,1.026588645929576
2024-07-01,Propranolol,substance,1,4.0,4,1.550428554655395,5,2.5528019215321684,0.978,2.5799318439984855,1.0224948875255624
2024-07-01,Fluoxetine,substance,1,2.0,6,2.3783022190912293,16,2.4614470017889243,0.9858,2.522808056872038,1.0144045445323595
2024-07-01,Medicines and other,superclass,123,1.0,137,113.86168838793003,1595,2.3878869626085404,0.991,1.2032141973271737,1.0090817356205852
2024-07-01,Ketamine,substance,1,3.0,18,11.379828578137841,49,2.25338061197537,0.9939,1.5817461463857536,1.006137438374082
2024-07-01,Metoclopramide,substance,1,6.0,3,1.4328989080662204,3,2.216738063917891,0.9961,2.0936578171091447,1.0039152695512499
2024-07-01,Acetyl fentanyl,substance,1,6.0,69,58.27122226135963,122,1.8906234078846165,0.9994,1.1841179457420572,1.0006003602161297
2024-07-01,Depressants and Tranquilizers,category,21,4.0,157,137.98814136433015,445,1.854597271385952,0.9995,1.1377789312015794,1.0005002501250624
2024-07-01,Lorazepam,substance,1,2.0,11,6.243043325114477,42,1.8052156875808274,0.9998,1.7619611825772963,1.0002000400080016
2024-07-01,Methadone,substance,1,6.0,30,23.404015498414935,49,1.7867595581509779,0.9998,1.2818313165974353,1.0002000400080016
2024-07-01,Chlorcyclizine,substance,1,4.0,3,1.240342843724316,4,1.6345669279039257,1.0,2.41868610374858,1.0
2024-07-01,Dextromethorphan,substance,1,4.0,4,1.860514265586474,6,1.6069169373015444,1.0,2.1499432033320716,1.0
2024-07-01,Trazodone,substance,1,1.0,5,2.212985793119643,31,1.4279522077273255,1.0,2.2593909168081496,1.0
2024-07-01,Phenethylamines (Amphetamines) (S),category,4,6.0,2532,2473.661148291652,5179,1.3161772019689053,1.0,1.0235840109906071,1.0
2024-07-01,Alprazolam,substance,1,3.0,93,81.05224844428788,349,1.1106844669371707,1.0,1.147408021184317,1.0
2024-07-01,Methamphetamine,substance,1,6.0,2488,2439.271574498063,5107,0.9312744969181423,1.0,1.0199766299133644,1.0
2024-07-01,Stimulants,superclass,11,6.0,3282,3228.321239873195,6759,0.8539544265630923,1.0,1.016627453136886,1.0
2024-07-01,Venlafaxine,substance,1,5.0,5,3.1851590935775507,8,0.8354062244645486,1.0,1.5697803007962254,1.0
2024-07-01,Dissociatives,family,4,4.0,133,121.2435129740519,391,0.8124001018444353,1.0,1.0969659055364405,1.0
2024-07-01,Buprenorphine,substance,1,6.0,5,3.343430785487848,7,0.8054459484364291,1.0,1.4954698693636748,1.0
2024-07-01,Chlordiazepoxide,substance,1,4.0,5,3.10085710931079,10,0.7790003978568554,1.0,1.6124574024990534,1.0
2024-07-01,Bupropion,substance,1,4.0,8,5.581542796759422,18,0.7138229624729,1.0,1.4332954688880477,1.0
2024-07-01,Quetiapine,substance,1,4.0,18,14.263942702829635,46,0.6804926994541409,1.0,1.2619231845644765,1.0
2024-07-01,"1,1-Difluoroethane",substance,1,2.0,3,1.6350827756252202,11,0.5605249321277239,1.0,1.8347694959069367,1.0
2024-07-01,Cyclobenzaprine,substance,1,5.0,8,5.972173300457907,15,0.5578345519357197,1.0,1.3395458566794458,1.0
2024-07-01,Tramadol,substance,1,2.0,11,8.324057766819303,56,0.46680053571162716,1.0,1.321470886932972,1.0
2024-07-01,Inhalants,family,7,2.0,3,1.783726664318422,12,0.4189067738105712,1.0,1.6818720379146919,1.0
2024-07-01,Midazolam,substance,1,5.0,3,1.990724433485969,5,0.4132366504341737,1.0,1.5069890887643764,1.0
2024-07-01,Cardiovascular medications,family,23,1.0,3,1.7846659621932608,25,0.37519082938360326,1.0,1.680986842105263,1.0
2024-07-01,Ethanol,substance,1,1.0,89,82.8085006457673,1160,0.24373138159242114,1.0,1.0747688861161524,1.0
2024-07-01,Supplement,category,21,5.0,486,474.58870494305506,1192,0.22734376326967976,1.0,1.0240445989086786,1.0
2024-07-01,Antipsychotics,family,13,4.0,24,21.39591405424445,69,0.22496779218803686,1.0,1.1217094973906458,1.0
2024-07-01,Metoprolol,substance,1,4.0,3,2.170599976517553,7,0.21711449701779606,1.0,1.3821063449991886,1.0
2024-07-01,MDMA,substance,1,6.0,29,26.747446283902782,56,0.18133770880861055,1.0,1.0842156552886641,1.0
2024-07-01,Cocaine,substance,1,5.0,637,625.4856170012915,1571,0.17573492120111922,1.0,1.0184087094662717,1.0
2024-07-01,Barbiturates,family,4,6.0,3,2.388164846777034,5,0.15044935754168687,1.0,1.2561946902654868,1.0
2024-07-01,Hallucinogens,superclass,8,6.0,30,28.180345191969003,59,0.11233158393000187,1.0,1.0645717714114293,1.0
2024-07-01,Gabapentinoids,family,2,3.0,5,4.180345191969003,18,0.10036816036909602,1.0,1.1960734748904618,1.0
2024-07-01,Temazepam,substance,1,5.0,8,7.166607960549489,18,0.07959142754236193,1.0,1.116288213899538,1.0
2024-07-01,PCP,substance,1,4.0,107,103.87871316191146,335,0.06760253112907888,1.0,1.0300474153277537,1.0
2024-07-01,root,root,211,6.0,7789,7776.342374075379,16281,0.01971983982237724,1.0,1.0016277094443293,1.0
2024-07-01,Olanzapine,substance,1,3.0,5,4.64482799107667,20,0.01738553611302457,1.0,1.0764661274014156,1.0
2024-07-01,Diazepam,substance,1,1.0,5,4.640131501702478,65,0.014682445454516857,1.0,1.0775556680161942,1.0
2024-07-01,Oxymorphone,substance,1,5.0,3,2.787014206880357,7,0.013415329011283145,1.0,1.0764207776888401,1.0
2024-10-01,Bromazolam,substance,1,6.0,26,12.869606336446388,27,15.635602662386582,0.0001,2.0202638154027044,10000.0
2024-10-01,Carfentanil,substance,1,4.0,12,3.7153327816526778,12,14.069260773555632,0.0001,3.2298587247040853,10000.0
2024-10-01,Cutting agents and adulterants,family,5,5.0,32,16.29554320841707,42,12.154223166578676,0.0001,1.9637271118075508,10000.0
2024-10-01,Lidocaine,substance,1,2.0,14,3.5436812862040425,24,12.077409986951698,0.0002,3.950693888444089,5000.0
2024-10-01,Other substances,category,71,5.0,126,96.2213027544627,248,7.328420485887019,0.0349,1.3094813351418293,28.653295128939828
2024-10-01,Depressants,superclass,40,4.0,377,319.828230287268,1033,7.185487795864603,0.0377,1.1787577339917137,26.525198938992045
2024-10-01,Prescription opioids,family,13,2.0,108,76.04149426646174,515,7.126199132182023,0.0389,1.420277192627889,25.706940874035993
2024-10-01,Narcotic Analgesics,category,18,2.0,117,84.31008393427118,571,6.771057692763716,0.0551,1.3877343556105832,18.148820326678766
2024-10-01,Amphetamine,substance,1,3.0,31,17.35890767230169,77,6.029967204086727,0.1046,1.7858266536819238,9.560229445506693
2024-10-01,Codeine,substance,1,5.0,30,18.23548882846672,47,5.994038969902855,0.106,1.6451437239877087,9.433962264150944
2024-10-01,Ephedrine,substance,1,4.0,7,2.476888521101785,8,5.563407661004366,0.2167,2.826126384116075,4.614674665436087
2024-10-01,Depressants and Tranquilizers,category,21,1.0,55,34.705993616266696,458,5.52358149238551,0.2195,1.5847406822037076,4.555808656036446
2024-10-01,Antihistamines,family,9,5.0,47,32.20309729282421,83,5.374601352888142,0.2305,1.4594869422846781,4.3383947939262475
2024-10-01,Designer benzodiazepines,family,8,6.0,31,20.49603972100721,43,5.281005285671946,0.2549,1.5124873108157992,3.9231071008238523
2024-10-01,Xylazine,substance,1,6.0,7,3.3365646057453597,7,5.18677902786967,0.2827,2.0979662698412698,3.5373187124159884
2024-10-01,Benzylfentanyl,substance,1,3.0,5,1.3526421562832485,6,5.0005915470912585,0.3179,3.696469148750219,3.145643284051588
2024-10-01,Hydroxyzine,substance,1,5.0,15,8.147771604208534,21,4.584039551931954,0.4247,1.8409941673195789,2.354603249352484
2024-10-01,Medicines and other,superclass,123,2.0,274,231.5205106986641,1568,4.3608170288992625,0.5586,1.1834804578356564,1.7901897601145722
2024-10-01,Doxepin,substance,1,1.0,3,0.4546636718288214,6,3.8173938606437043,0.6861,6.598283931357254,1.4575134819997084
2024-10-01,Antidepressants,category,16,5.0,70,53.9304882373803,139,3.809957554024173,0.687,1.2979671107720772,1.455604075691412
2024-10-01,Benzodiazepines,category,19,4.0,209,178.0263624541908,575,3.791571298813775,0.6899,1.1739834321098328,1.4494854326714017
2024-10-01,Methocarbamol,substance,1,5.0,4,1.551956496039721,4,3.7871118826159136,0.7109,2.5773918342474103,1.4066676044450697
2024-10-01,Pregabalin,substance,1,4.0,3,0.9288331954131694,3,3.517315193388908,0.8496,3.2298587247040853,1.177024482109228
2024-10-01,Dissociatives,family,4,1.0,45,30.159356897978483,398,3.47036854690581,0.8536,1.492074255834555,1.1715089034676662
2024-10-01,Oxycodone,substance,1,2.0,27,16.537179335618866,112,3.368818389687675,0.867,1.6326847192039347,1.1534025374855825
2024-10-01,Citalopram,substance,1,4.0,14,7.740276628443079,25,3.3413943941380726,0.8787,1.8087208858342878,1.1380448389666553
2024-10-01,Mirtazapine,substance,1,5.0,9,4.655869488119163,12,3.2459956766664444,0.9089,1.9330438756855577,1.1002310485201892
2024-10-01,Diphenhydramine,substance,1,4.0,20,12.384442605508925,40,3.1328840631630754,0.9205,1.6149293623520429,1.0863661053775122
2024-10-01,Ketamine,substance,1,4.0,26,17.338219647712496,56,2.9251400944109536,0.9465,1.4995772650411825,1.0565240359218173
2024-10-01,Prescription benzodiazepines,family,11,3.0,143,119.93427119044803,532,2.7460384375631577,0.9717,1.1923197479803338,1.0291242152927857
2024-10-01,Paroxetine,substance,1,3.0,4,1.3526421562832485,6,2.6506347705877236,0.9799,2.957175319000175,1.020512297173181
2024-10-01,Trazodone,substance,1,2.0,10,4.8725617685305584,33,2.560871966276876,0.9837,2.052308513477449,1.0165700925078784
2024-10-01,PCP,substance,1,1.0,37,25.461165622413997,336,2.507499112581897,0.988,1.4531934848822525,1.0121457489878543
2024-10-01,Analgesics,category,4,1.0,3,0.681995507743232,9,2.4840560172034043,0.9893,4.3988559542381696,1.0108157282927324
2024-10-01,Fluoxetine,substance,1,3.0,8,3.8324861094692038,17,2.4626693250777367,0.9908,2.087417872235418,1.0092854259184498
2024-10-01,Morphine,substance,1,2.0,22,13.879418370965833,94,2.439579983385598,0.991,1.5850808306219446,1.0090817356205852
2024-10-01,Mitragynine,substance,1,4.0,24,16.409386452299326,53,2.382425954777762,0.9928,1.4625775357150577,1.0072522159548751
2024-10-01,Novel synthetic opioids,family,4,6.0,3,1.4299562596051543,3,2.22290529765843,0.9975,2.0979662698412698,1.0025062656641603
2024-10-01,Nitazenes,family,2,6.0,3,1.4299562596051543,3,2.22290529765843,0.9975,2.0979662698412698,1.0025062656641603
2024-10-01,Oxazepam,substance,1,6.0,3,1.4299562596051543,3,2.22290529765843,0.9975,2.0979662698412698,1.0025062656641603
2024-10-01,Venlafaxine,substance,1,6.0,6,3.3365646057453597,7,2.2225051768698707,0.9981,1.7982568027210886,1.001903616872057
2024-10-01,Duloxetine,substance,1,1.0,3,0.7577727863813689,10,2.1828427072589,0.9985,3.9589703588143528,1.0015022533800702
2024-10-01,Hydrocodone,substance,1,2.0,26,17.570753044095046,119,2.1195153265055353,0.9987,1.4797316845072697,1.0013016921998599
2024-10-01,Hydromorphone,substance,1,4.0,11,6.501832367892185,21,2.069551779107397,0.999,1.691830760559283,1.001001001001001
