as_of,node,level,n_leaves,window_q,observed,expected,n_study,llr,p_value,obs_exp,recurrence_interval
2016-07-01,Lorazepam,substance,1,6.0,8,5.680041688379365,10,1.199666612639014,1.0,1.4084403669724768,1.0
2016-07-01,Gabapentin,substance,1,5.0,6,3.8645127670661803,8,1.1866272031462566,1.0,1.552588996763754,1.0
2016-07-01,Gabapentinoids,family,2,5.0,6,3.8645127670661803,8,1.1866272031462566,1.0,1.552588996763754,1.0
2016-07-01,Codeine,substance,1,6.0,12,9.088066701406984,16,1.1475132990028118,1.0,1.3204128440366971,1.0
2016-07-01,Hydromorphone,substance,1,5.0,10,7.245961438249088,15,1.0275287236103914,1.0,1.3800791082344481,1.0
2016-07-01,Muscle relaxants,family,7,5.0,14,11.110474205315269,23,0.7304673689604226,1.0,1.2600722292575395,1.0
2016-07-01,Clonazepam,substance,1,6.0,10,7.95205836373111,14,0.637848331141124,1.0,1.2575360419397117,1.0
2016-07-01,Opioids,superclass,29,1.0,132,120.40333507034914,1191,0.6043895160169477,1.0,1.0963151471084682,1.0
2016-07-01,Sertraline,substance,1,6.0,4,2.8400208441896826,5,0.599833306319507,1.0,1.4084403669724768,1.0
2016-07-01,Cyclobenzaprine,substance,1,6.0,4,2.8400208441896826,5,0.599833306319507,1.0,1.4084403669724768,1.0
2016-07-01,Cutting agents and adulterants,family,5,5.0,3,1.9322563835330901,4,0.5933136015731283,1.0,1.552588996763754,1.0
2016-07-01,Nortriptyline,substance,1,5.0,3,1.9322563835330901,4,0.5933136015731283,1.0,1.552588996763754,1.0
2016-07-01,Amphetamine,substance,1,3.0,6,4.0854611776967165,14,0.5894634627168764,1.0,1.468622448979592,1.0
2016-07-01,root,root,211,3.0,914,888.0041688379364,3043,0.5342760259897759,1.0,1.0292744472090514,1.0
2016-07-01,Antipsychotics,family,13,2.0,7,4.911412193850964,25,0.5043981776506152,1.0,1.4252519893899205,1.0
2016-07-01,Phenobarbital,substance,1,4.0,3,1.8968212610734758,5,0.4967388616915591,1.0,1.5815934065934065,1.0
2016-07-01,Fluoxetine,substance,1,2.0,4,2.5539343408025013,13,0.4536297047041413,1.0,1.566210977351561,1.0
2016-07-01,Depressants and Tranquilizers,category,21,5.0,38,34.29755080771235,71,0.3863785127065076,1.0,1.1079508333713175,1.0
2016-07-01,Quetiapine,substance,1,2.0,5,3.536216779572694,18,0.3448223543354878,1.0,1.4139404656646037,1.0
2016-07-01,Oxymorphone,substance,1,6.0,5,3.976029181865555,7,0.318924165570562,1.0,1.2575360419397117,1.0
2016-07-01,Cocaine,substance,1,6.0,170,163.5852006253257,288,0.2924524626510676,1.0,1.0392138124362893,1.0
2016-07-01,Metoprolol,substance,1,6.0,3,2.272016675351746,4,0.28687832475070296,1.0,1.3204128440366971,1.0
2016-07-01,Hydroxyzine,substance,1,6.0,3,2.272016675351746,4,0.28687832475070296,1.0,1.3204128440366971,1.0
2016-07-01,Olanzapine,substance,1,6.0,3,2.272016675351746,4,0.28687832475070296,1.0,1.3204128440366971,1.0
2016-07-01,Mirtazapine,substance,1,4.0,4,3.0349140177175613,8,0.2399000533740927,1.0,1.3179945054945055,1.0
2016-07-01,Antidepressants,category,16,1.0,8,6.571130797290255,65,0.16279124525427568,1.0,1.2174464710547186,1.0
2016-07-01,Methadone,substance,1,1.0,10,8.491922876498176,84,0.1417804177801365,1.0,1.1775895925380462,1.0
2016-07-01,Trazodone,substance,1,5.0,5,4.3475768629494524,9,0.09472101772462205,1.0,1.1500659235287067,1.0
2016-07-01,Barbiturates,family,4,5.0,9,8.212089630015633,17,0.07307116426820959,1.0,1.0959451741861794,1.0
2016-07-01,PCP,substance,1,2.0,3,2.75039082855654,14,0.013788538580528864,1.0,1.0907540735126942,1.0
2016-07-01,Prescription opioids,family,13,1.0,68,66.72225117248567,660,0.013534195018855,1.0,1.0191502655420182,1.0
2016-07-01,Narcotic Analgesics,category,18,1.0,68,66.82334549244399,661,0.011465087427250609,1.0,1.0176084345805323,1.0
2016-07-01,Hydrocodone,substance,1,6.0,42,41.464304325169365,73,0.00802154310244474,1.0,1.012919442000754,1.0
2016-07-01,Carisoprodol,substance,1,5.0,5,4.830640958832725,10,0.005739790223905972,1.0,1.035059331175836,1.0
2016-10-01,Fentanyl and Fentanyl-related,category,9,3.0,56,25.344655344655347,86,23.27558259451314,0.0001,2.209538825384312,10000.0
2016-10-01,Fentanyl,substance,1,3.0,53,23.87112887112887,81,22.307032763412273,0.0001,2.22025528353212,10000.0
2016-10-01,Methamphetamine,substance,1,6.0,481,435.0449550449551,764,5.716810369599074,0.119,1.105632864884725,8.403361344537815
2016-10-01,Phenethylamines (Amphetamines) (S),category,4,6.0,489,444.1558441558442,780,5.328163947377661,0.162,1.1009649122807017,6.172839506172839
2016-10-01,Stimulants,superclass,11,6.0,683,632.0679320679321,1110,4.8148021750542895,0.2634,1.0805800537379484,3.796507213363705
2016-10-01,Inhalants,family,7,4.0,4,1.5444555444555446,4,3.8064916451509756,0.6049,2.5899094437257437,1.653165812530997
2016-10-01,Alprazolam,substance,1,3.0,30,20.03996003996004,68,3.258356845989274,0.7966,1.4970089730807579,1.2553351744915893
2016-10-01,Ephedrine,substance,1,4.0,3,1.1583416583416584,3,2.8548687338632317,0.9188,2.5899094437257437,1.08837614279495
2016-10-01,Fentanyl analogs,family,8,6.0,5,2.8471528471528473,5,2.8155920924331235,0.9375,1.756140350877193,1.0666666666666667
2016-10-01,MDMA,substance,1,4.0,9,5.01948051948052,13,2.492246596331778,0.9693,1.7930142302716687,1.0316723408645414
2016-10-01,Hallucinogens,superclass,8,4.0,10,5.791708291708292,15,2.4082458400009013,0.9736,1.7266062958171624,1.0271158586688578
2016-10-01,Benzodiazepines,category,19,3.0,47,35.95404595404595,122,2.287076854630966,0.9793,1.307224228952487,1.0211375472276116
2016-10-01,Prescription benzodiazepines,family,11,3.0,46,35.36463536463537,120,2.1574915534562695,0.993,1.300734463276836,1.0070493454179255
2016-10-01,Gabapentinoids,family,2,6.0,7,4.555444555444556,8,1.770314328566352,0.9992,1.5366228070175438,1.00080064051241
2016-10-01,Gabapentin,substance,1,6.0,7,4.555444555444556,8,1.770314328566352,0.9992,1.5366228070175438,1.00080064051241
2016-10-01,Z-drugs,family,2,3.0,6,3.241758241758242,11,1.4972726237190526,1.0,1.8508474576271186,1.0
2016-10-01,Hydromorphone,substance,1,6.0,11,7.9720279720279725,14,1.4481249231600746,1.0,1.3798245614035087,1.0
2016-10-01,Diazepam,substance,1,6.0,11,7.9720279720279725,14,1.4481249231600746,1.0,1.3798245614035087,1.0
2016-10-01,Cocaine,substance,1,1.0,44,34.25874125874126,322,1.436432406265931,1.0,1.2843437436211471,1.0
2016-10-01,PCP,substance,1,1.0,4,1.8086913086913088,17,1.149699811950637,1.0,2.211543772438553,1.0
2016-10-01,Antipsychotics,family,13,3.0,12,8.251748251748252,28,1.1261588132432596,1.0,1.4542372881355932,1.0
2016-10-01,Dissociatives,family,4,1.0,4,1.9150849150849152,18,1.0025858627554354,1.0,2.0886802295252997,1.0
2016-10-01,Meprobamate,substance,1,6.0,5,3.416583416583417,6,0.954871528446768,1.0,1.4634502923976607,1.0
2016-10-01,Temazepam,substance,1,4.0,5,3.088911088911089,8,0.9294462021022567,1.0,1.6186934023285897,1.0
2016-10-01,Zolpidem,substance,1,3.0,5,2.9470529470529474,10,0.9231230183874426,1.0,1.6966101694915252,1.0
2016-10-01,Depressants,superclass,40,3.0,66,57.46753246753247,195,0.8745420278808247,1.0,1.1484745762711863,1.0
2016-10-01,Quetiapine,substance,1,3.0,9,6.188811188811189,21,0.8446191099324452,1.0,1.4542372881355932,1.0
2016-10-01,Codeine,substance,1,1.0,4,2.127872127872128,20,0.7542287277623527,1.0,1.8798122065727698,1.0
2016-10-01,Nortriptyline,substance,1,6.0,3,2.277722277722278,4,0.28266136619611326,1.0,1.3171052631578946,1.0
2016-10-01,Cutting agents and adulterants,family,5,6.0,3,2.277722277722278,4,0.28266136619611326,1.0,1.3171052631578946,1.0
2016-10-01,Other substances,category,71,1.0,13,10.639360639360639,100,0.27587593917510933,1.0,1.2218779342723005,1.0
2016-10-01,Opioids,superclass,29,2.0,263,252.6978021978022,1243,0.2609813851260885,1.0,1.0407688460785807,1.0
2016-10-01,Lorazepam,substance,1,3.0,4,2.9470529470529474,10,0.25183827274090964,1.0,1.3572881355932203,1.0
2016-10-01,Oxycodone,substance,1,5.0,47,43.71278721278721,93,0.2327549872526804,1.0,1.0752002559619713,1.0
2016-10-01,Amphetamine,substance,1,4.0,7,5.791708291708292,15,0.2010775417799866,1.0,1.2086244070720138,1.0
2016-10-01,root,root,211,4.0,1250,1233.6338661338661,3195,0.17655689040226719,1.0,1.0132666055265038,1.0
2016-10-01,Duloxetine,substance,1,5.0,3,2.35014985014985,5,0.1696877683454423,1.0,1.2765143464399575,1.0
2016-10-01,Phenobarbital,substance,1,5.0,3,2.35014985014985,5,0.1696877683454423,1.0,1.2765143464399575,1.0
2016-10-01,Sertraline,substance,1,5.0,3,2.35014985014985,5,0.1696877683454423,1.0,1.2765143464399575,1.0
2016-10-01,Depressants and Tranquilizers,category,21,6.0,44,41.56843156843157,73,0.1663481587228821,1.0,1.0584955539533765,1.0
2016-10-01,Muscle relaxants,family,7,6.0,15,13.666333666333667,24,0.1530787644110556,1.0,1.0975877192982455,1.0
2016-10-01,Mirtazapine,substance,1,5.0,5,4.230269730269731,9,0.13187919711775176,1.0,1.1819577281851457,1.0
2016-10-01,Barbiturates,family,4,6.0,10,9.110889110889111,16,0.10205250960737033,1.0,1.0975877192982455,1.0
2016-10-01,Heroin,substance,1,1.0,53,50.53696303696304,475,0.06622894242964117,1.0,1.0487373362984926,1.0
2016-10-01,Oxymorphone,substance,1,6.0,5,4.555444555444556,8,0.05102625480368517,1.0,1.0975877192982455,1.0
2016-10-01,Cyclobenzaprine,substance,1,6.0,3,2.8471528471528473,5,0.009590298836537753,1.0,1.0536842105263158,1.0
2016-10-01,Olanzapine,substance,1,6.0,3,2.8471528471528473,5,0.009590298836537753,1.0,1.0536842105263158,1.0
2016-10-01,Fluoxetine,substance,1,3.0,4,3.8311688311688314,13,0.005230561804969447,1.0,1.0440677966101695,1.0
2017-01-01,Fentanyl and Fentanyl-related,category,9,4.0,80,40.951254826254825,107,29.418518056779856,0.0001,1.9535420914308612,10000.0
2017-01-01,Fentanyl,substance,1,4.0,77,39.03764478764479,102,29.212952588784777,0.0001,1.9724550602081943,10000.0
2017-01-01,Alprazolam,substance,1,4.0,41,28.32142857142857,74,4.439070477104989,0.4261,1.4476670870113495,2.346866932644919
2017-01-01,Benzodiazepines,category,19,4.0,64,50.13658301158301,131,3.0238406471480967,0.8425,1.2765130002021505,1.1869436201780414
2017-01-01,Inhalants,family,7,5.0,4,1.8841698841698842,4,3.011228067865124,0.8701,2.122950819672131,1.1492931846914147
2017-01-01,Prescription benzodiazepines,family,11,4.0,63,49.371138996138995,129,2.967785542495111,0.898,1.2760491510014957,1.1135857461024499
2017-01-01,Doxepin,substance,1,4.0,3,1.1481660231660231,3,2.881339145233577,0.9368,2.6128625472887768,1.067463706233988
2017-01-01,U-47700,substance,1,4.0,3,1.1481660231660231,3,2.881339145233577,0.9368,2.6128625472887768,1.067463706233988
2017-01-01,Novel synthetic opioids,family,4,4.0,3,1.1481660231660231,3,2.881339145233577,0.9368,2.6128625472887768,1.067463706233988
2017-01-01,Phenethylamines (Amphetamines) (S),category,4,5.0,418,385.7837837837838,819,2.537941045960622,0.9686,1.0835084769510999,1.0324179227751393
2017-01-01,Gabapentinoids,family,2,5.0,8,4.710424710424711,10,2.292126172091197,0.9847,1.698360655737705,1.0155377272265664
2017-01-01,Gabapentin,substance,1,5.0,8,4.710424710424711,10,2.292126172091197,0.9847,1.698360655737705,1.0155377272265664
2017-01-01,Ephedrine,substance,1,5.0,3,1.4131274131274132,3,2.258421050898843,0.9906,2.122950819672131,1.0094891984655763
2017-01-01,Methamphetamine,substance,1,5.0,407,377.3050193050193,801,2.204833575379425,0.9921,1.078702850944516,1.0079629069650238
2017-01-01,Hallucinogens,superclass,8,5.0,11,7.065637065637065,15,2.129538158843233,0.9929,1.5568306010928963,1.0071507704703393
2017-01-01,Heroin,substance,1,1.0,63,49.6722972972973,507,1.8427163852844242,0.9986,1.2683125892674965,1.001401962747847
2017-01-01,PCP,substance,1,2.0,8,4.216216216216216,21,1.8029980228358609,0.999,1.8974358974358976,1.001001001001001
2017-01-01,Stimulants,superclass,11,5.0,578,546.4092664092664,1160,1.7236559995277787,0.9998,1.0578151498021482,1.0002000400080016
2017-01-01,MDMA,substance,1,5.0,10,6.594594594594595,14,1.6996844729548624,0.9998,1.5163934426229508,1.0002000400080016
2017-01-01,Dissociatives,family,4,2.0,8,4.416988416988417,22,1.5616054771926051,1.0,1.8111888111888113,1.0
2017-01-01,Temazepam,substance,1,5.0,6,3.7683397683397684,8,1.2918552165900459,1.0,1.5922131147540983,1.0
2017-01-01,Depressants,superclass,40,4.0,91,79.9888996138996,209,1.2091874705508001,1.0,1.13765785551808,1.0
2017-01-01,Fentanyl analogs,family,8,5.0,4,2.3552123552123554,5,1.1460630860455985,1.0,1.698360655737705,1.0
2017-01-01,Diazepam,substance,1,5.0,11,8.007722007722007,17,1.0647379690523033,1.0,1.3736740597878496,1.0
2017-01-01,Opioids,superclass,29,1.0,143,127.46283783783784,1301,1.0139756603903596,1.0,1.121895624055766,1.0
2017-01-01,Z-drugs,family,2,4.0,7,4.5926640926640925,12,0.984984489316026,1.0,1.5241698192517865,1.0
2017-01-01,Quetiapine,substance,1,4.0,12,8.802606177606178,23,0.9115112326077863,1.0,1.3632326333680576,1.0
2017-01-01,Antipsychotics,family,13,4.0,15,11.481660231660232,30,0.8488173363774916,1.0,1.3064312736443884,1.0
2017-01-01,Sertraline,substance,1,6.0,4,2.7606177606177607,5,0.6771594786607554,1.0,1.4489510489510489,1.0
2017-01-01,Mirtazapine,substance,1,6.0,6,4.416988416988417,8,0.671695172873662,1.0,1.3583916083916083,1.0
2017-01-01,Lorazepam,substance,1,4.0,6,4.209942084942085,11,0.5957556762265648,1.0,1.4251977530666053,1.0
2017-01-01,Zolpidem,substance,1,4.0,6,4.209942084942085,11,0.5957556762265648,1.0,1.4251977530666053,1.0
2017-01-01,Codeine,substance,1,2.0,6,4.216216216216216,21,0.4314837249307921,1.0,1.4230769230769231,1.0
2017-01-01,Methadone,substance,1,1.0,10,7.9358108108108105,81,0.2772434253727396,1.0,1.2601106853980417,1.0
2017-01-01,Amphetamine,substance,1,5.0,9,7.536679536679537,16,0.2681657873730878,1.0,1.1941598360655739,1.0
2017-01-01,root,root,211,5.0,1581,1560.092664092664,3312,0.2647253022419953,1.0,1.0134013423616062,1.0
2017-01-01,Venlafaxine,substance,1,5.0,3,2.3552123552123554,5,0.16705698759538712,1.0,1.2737704918032786,1.0
2017-01-01,Cocaine,substance,1,3.0,102,98.03571428571428,333,0.11272530475698339,1.0,1.0404371584699454,1.0
2017-01-01,Trazodone,substance,1,6.0,5,4.416988416988417,8,0.08712486371381545,1.0,1.131993006993007,1.0
2017-01-01,Other substances,category,71,2.0,22,20.679536679536678,103,0.051936006464099904,1.0,1.0638536221060493,1.0
2017-01-01,Muscle relaxants,family,7,1.0,3,2.5472972972972974,26,0.0424330230766477,1.0,1.1777188328912467,1.0
2017-01-01,Oxymorphone,substance,1,3.0,3,2.6496138996138994,9,0.03205820240063412,1.0,1.13224043715847,1.0
2017-01-01,Oxycodone,substance,1,6.0,53,51.8996138996139,94,0.02609118037921676,1.0,1.0212022020532658,1.0
2017-01-01,Hydromorphone,substance,1,5.0,7,6.594594594594595,14,0.023518542024623335,1.0,1.0614754098360655,1.0
2017-01-01,Phenobarbital,substance,1,6.0,3,2.7606177606177607,5,0.023367700458955448,1.0,1.0867132867132867,1.0
2017-01-01,Duloxetine,substance,1,6.0,3,2.7606177606177607,5,0.023367700458955448,1.0,1.0867132867132867,1.0
2017-01-01,Barbiturates,family,4,6.0,8,7.72972972972973,14,0.010581209269479253,1.0,1.034965034965035,1.0
2017-01-01,Depressants and Tranquilizers,category,21,1.0,8,7.641891891891892,78,0.009175504473108775,1.0,1.0468611847922193,1.0
2017-01-01,Cyclobenzaprine,substance,1,6.0,4,3.864864864864865,7,0.005290604634739626,1.0,1.034965034965035,1.0
2017-04-01,Fentanyl and Fentanyl-related,category,9,5.0,106,60.12407063197026,129,34.87836671044338,0.0001,1.763021014475952,10000.0
2017-04-01,Fentanyl,substance,1,5.0,101,56.861524163568774,122,34.25280991308678,0.0001,1.7762450353856463,10000.0
2017-04-01,Alprazolam,substance,1,5.0,50,37.286245353159856,80,4.070216916335985,0.5122,1.3409770687936189,1.952362358453729
2017-04-01,Antihistamines,family,9,1.0,8,3.1226765799256504,32,3.0859410350414995,0.829,2.561904761904762,1.2062726176115803
2017-04-01,Novel synthetic opioids,family,4,5.0,4,1.8643122676579926,4,3.0536085332789575,0.8711,2.1455633100697904,1.1479738261967627
2017-04-01,U-47700,substance,1,5.0,4,1.8643122676579926,4,3.0536085332789575,0.8711,2.1455633100697904,1.1479738261967627
2017-04-01,Doxepin,substance,1,5.0,4,1.8643122676579926,4,3.0536085332789575,0.8711,2.1455633100697904,1.1479738261967627
2017-04-01,Other,category,11,2.0,3,0.7676579925650557,4,2.915862813414085,0.9249,3.9079903147699757,1.0811979673478214
2017-04-01,Prescription benzodiazepines,family,11,5.0,81,66.64916356877323,143,2.8868539658363748,0.9427,1.2153190777318394,1.0607828577490188
2017-04-01,Benzodiazepines,category,19,5.0,82,67.58131970260223,145,2.873903855844592,0.9433,1.21335304431533,1.060108131029365
2017-04-01,Lamotrigine,substance,1,1.0,3,0.6830855018587361,7,2.6114965285109375,0.9661,4.391836734693878,1.0350895352447986
2017-04-01,Mirtazapine,substance,1,1.0,4,1.1710037174721188,12,2.4914457221623096,0.973,3.415873015873016,1.027749229188078
2017-04-01,Temazepam,substance,1,6.0,8,4.960037174721189,9,2.427990958273905,0.9755,1.6128911373430768,1.0251153254741159
2017-04-01,Inhalants,family,7,6.0,4,2.204460966542751,4,2.3832453668960176,0.9836,1.8145025295109614,1.01667344448963
2017-04-01,Phenethylamines (Amphetamines) (S),category,4,6.0,499,469.5501858736059,852,2.0689522745750857,0.9941,1.0627192044905747,1.0059350165979277
2017-04-01,Doxylamine,substance,1,2.0,3,0.9595724907063197,5,2.0132324637704286,0.996,3.1263922518159806,1.0040160642570282
2017-04-01,PCP,substance,1,3.0,10,5.817843866171004,20,1.922558984989585,0.9976,1.718849840255591,1.0024057738572574
2017-04-01,Antidepressants,category,16,1.0,12,6.733271375464684,69,1.896716462118011,0.9983,1.7821946169772258,1.0017028949213664
2017-04-01,Furanyl fentanyl,substance,1,6.0,3,1.653345724907063,3,1.787434025172013,0.9994,1.8145025295109614,1.0006003602161297
2017-04-01,Ephedrine,substance,1,6.0,3,1.653345724907063,3,1.787434025172013,0.9994,1.8145025295109614,1.0006003602161297
2017-04-01,Methamphetamine,substance,1,6.0,486,459.07899628252784,833,1.7675912230837696,0.9996,1.0586413317434902,1.0004001600640255
2017-04-01,Gabapentinoids,family,2,6.0,9,6.062267657992565,11,1.7487478060181425,0.9996,1.4845929786907865,1.0004001600640255
2017-04-01,Gabapentin,substance,1,6.0,9,6.062267657992565,11,1.7487478060181425,0.9996,1.4845929786907865,1.0004001600640255
2017-04-01,Diazepam,substance,1,3.0,10,6.108736059479554,21,1.5969780441564154,0.9996,1.6369998478624677,1.0004001600640255
2017-04-01,Dissociatives,family,4,3.0,10,6.108736059479554,21,1.5969780441564154,0.9996,1.6369998478624677,1.0004001600640255
2017-04-01,Fentanyl analogs,family,8,4.0,5,2.66728624535316,7,1.5957879253827614,0.9996,1.8745644599303135,1.0004001600640255
2017-04-01,Depressants,superclass,40,5.0,117,103.93540892193309,223,1.5332371139090757,0.9997,1.125699135776527,1.000300090027008
2017-04-01,Medicines and other,superclass,123,1.0,77,63.81970260223048,654,1.4242326706865658,0.9999,1.2065239551478084,1.000100010001
2017-04-01,Diphenhydramine,substance,1,1.0,4,1.7565055762081783,18,1.2109797932447104,1.0,2.2772486772486773,1.0
2017-04-01,Stimulants,superclass,11,6.0,689,662.9916356877324,1203,1.1402190562125192,1.0,1.039228797034956,1.0
2017-04-01,Bupropion,substance,1,4.0,3,1.5241635687732342,4,1.1249212347762363,1.0,1.9682926829268292,1.0
2017-04-01,Hallucinogens,superclass,8,6.0,11,8.266728624535315,15,1.0591535359691644,1.0,1.3306351883080385,1.0
2017-04-01,Z-drugs,family,2,5.0,9,6.525092936802974,14,0.8835555606251089,1.0,1.3792906993305798,1.0
2017-04-01,MDMA,substance,1,6.0,10,7.715613382899628,14,0.7862955253230706,1.0,1.2960732353649724,1.0
2017-04-01,Cyclobenzaprine,substance,1,2.0,3,1.5353159851301115,8,0.7250471143350303,1.0,1.9539951573849879,1.0
2017-04-01,Opioids,superclass,29,4.0,532,510.97583643122675,1341,0.6952516304843606,1.0,1.0411451228606246,1.0
2017-04-01,Tramadol,substance,1,1.0,3,1.5613382899628252,16,0.5947256704556878,1.0,1.9214285714285715,1.0
2017-04-01,Methadone,substance,1,2.0,21,16.888475836431226,88,0.5854051761731913,1.0,1.2434514637904468,1.0
2017-04-01,Zolpidem,substance,1,5.0,8,6.059014869888476,13,0.5831255323317235,1.0,1.3203466523506402,1.0
2017-04-01,Heroin,substance,1,3.0,162,150.97304832713755,519,0.5601104384029334,1.0,1.0730392066335481,1.0
2017-04-01,Olanzapine,substance,1,4.0,3,1.9052044609665428,5,0.4889195483865274,1.0,1.5746341463414633,1.0
2017-04-01,Other substances,category,71,1.0,14,10.8317843866171,111,0.4744400774208226,1.0,1.2924924924924925,1.0
2017-04-01,root,root,211,6.0,1921,1893.631970260223,3436,0.4410849784931372,1.0,1.0144526656549933,1.0
2017-04-01,Antipsychotics,family,13,5.0,17,14.448420074349443,31,0.42074139902620056,1.0,1.1765992345544012,1.0
2017-04-01,Trazodone,substance,1,2.0,3,1.9191449814126393,10,0.3350848129047366,1.0,1.5631961259079903,1.0
2017-04-01,Amphetamine,substance,1,6.0,11,9.368959107806692,17,0.32263724857372167,1.0,1.1740898720365043,1.0
2017-04-01,Ethanol,substance,1,1.0,49,44.010223048327134,451,0.303455771228065,1.0,1.113377679231338,1.0
2017-04-01,Quetiapine,substance,1,5.0,13,11.185873605947956,24,0.27468753035008575,1.0,1.1621801262878033,1.0
2017-04-01,Sertraline,substance,1,4.0,3,2.2862453531598512,6,0.17481087025447872,1.0,1.3121951219512196,1.0
2017-04-01,Supplement,category,21,1.0,49,45.37639405204461,465,0.15667074668005254,1.0,1.0798566308243727,1.0
2017-04-01,Lorazepam,substance,1,5.0,6,5.1268587360594795,11,0.13883939383979038,1.0,1.1703072600380677,1.0
2017-04-01,Oxycodone,substance,1,1.0,11,9.563197026022305,98,0.11463741166630426,1.0,1.150242954324587,1.0
2017-04-01,Codeine,substance,1,6.0,13,12.12453531598513,22,0.0708780951774709,1.0,1.072206040165568,1.0
2017-04-01,Depressants and Tranquilizers,category,21,2.0,16,14.969330855018587,78,0.04316742947259811,1.0,1.0688520519028994,1.0
2017-04-01,Venlafaxine,substance,1,6.0,3,2.7555762081784385,5,0.02435386426404501,1.0,1.0887015177065769,1.0
2017-04-01,Cocaine,substance,1,4.0,132,131.07806691449815,344,0.005233448948428143,1.0,1.007033465683494,1.0
2017-07-01,Fentanyl and Fentanyl-related,category,9,6.0,138,86.74302171023484,157,39.22721958580951,0.0001,1.5909060726635642,10000.0
2017-07-01,Fentanyl,substance,1,6.0,130,81.21798848028358,147,38.14843803827995,0.0001,1.600630629156233,10000.0
2017-07-01,Alprazolam,substance,1,6.0,59,46.96278245458574,85,3.570556755969527,0.7473,1.25631397707439,1.3381506757660913
2017-07-01,Phenethylamines (Amphetamines) (S),category,4,1.0,126,100.75675675675676,932,3.314143990585549,0.8179,1.2505364806866952,1.222643354933366
2017-07-01,Methamphetamine,substance,1,1.0,122,98.37837837837839,910,2.9799067245820403,0.8879,1.24010989010989,1.1262529564140105
2017-07-01,Novel synthetic opioids,family,4,6.0,5,2.762516614975632,5,2.9664791556874945,0.9209,1.8099438652766635,1.085894233901618
2017-07-01,Doxepin,substance,1,6.0,5,2.762516614975632,5,2.9664791556874945,0.9209,1.8099438652766635,1.085894233901618
2017-07-01,U-47700,substance,1,6.0,5,2.762516614975632,5,2.9664791556874945,0.9209,1.8099438652766635,1.085894233901618
2017-07-01,Dissociatives,family,4,4.0,15,9.251218431546302,24,2.804000970266358,0.951,1.621408045977011,1.0515247108307046
2017-07-01,PCP,substance,1,4.0,14,8.865750996898539,23,2.333676965158176,0.9869,1.579110444777611,1.013273887931908
2017-07-01,Antihistamines,family,9,2.0,12,6.6380150642445725,33,2.3297120324668787,0.9873,1.8077693231878253,1.0128633647320977
2017-07-01,Fentanyl analogs,family,8,5.0,8,4.7142224191404525,10,2.2871153293849273,0.9884,1.6969924812030073,1.011736139214893
2017-07-01,Cardiovascular medications,family,23,1.0,4,1.2972972972972974,12,2.175606995981535,0.9937,3.083333333333333,1.0063399416322834
2017-07-01,Prescription benzodiazepines,family,11,6.0,95,82.87549844926896,150,2.0141789174840135,0.9958,1.1462977813418869,1.004217714400482
2017-07-01,Benzodiazepines,category,19,6.0,96,83.98050509525922,152,1.952507033651452,0.9965,1.1431224412273664,1.0035122930255895
2017-07-01,Amitriptyline,substance,1,2.0,3,1.0057598582188747,5,1.8951945085107176,0.9977,2.9828193832599115,1.0023053021950485
2017-07-01,Other,category,11,3.0,3,1.1643774922463448,4,1.797015565113205,0.9989,2.57648401826484,1.0011012113324658
2017-07-01,Stimulants,superclass,11,1.0,161,140.0,1295,1.6937494726656617,0.9997,1.15,1.000300090027008
2017-07-01,Antidepressants,category,16,2.0,21,14.482941958351795,72,1.6695162806015986,0.9997,1.449981644640235,1.000300090027008
2017-07-01,Medicines and other,superclass,123,2.0,156,138.1914045192734,687,1.3932639118785914,1.0,1.1288690533443624,1.0
2017-07-01,Pentobarbital,substance,1,1.0,3,1.0810810810810811,10,1.3661000922682758,1.0,2.775,1.0
2017-07-01,Lamotrigine,substance,1,2.0,3,1.2069118298626496,6,1.3259543138115466,1.0,2.48568281938326,1.0
2017-07-01,Antipsychotics,family,13,6.0,24,19.337616304829425,35,1.2970055611078055,1.0,1.2411043647611406,1.0
2017-07-01,Depressants,superclass,40,6.0,142,130.39078422684983,236,1.164953444569976,1.0,1.0890340206325688,1.0
2017-07-01,Mirtazapine,substance,1,2.0,5,2.614975631369074,13,1.1535295714038964,1.0,1.912063707217892,1.0
2017-07-01,Bupropion,substance,1,5.0,4,2.3571112095702262,5,1.1435576646924637,1.0,1.6969924812030073,1.0
2017-07-01,Other substances,category,71,4.0,51,43.17235268054941,112,1.133260968741176,1.0,1.1813115763546795,1.0
2017-07-01,Diphenhydramine,substance,1,2.0,6,3.419583517944174,17,1.0553755296082623,1.0,1.7545996372117127,1.0
2017-07-01,Doxylamine,substance,1,3.0,3,1.455471865307931,5,1.025330677131819,1.0,2.0611872146118717,1.0
2017-07-01,Tramadol,substance,1,2.0,6,3.6207354895879487,18,0.8599270867211164,1.0,1.6571218795888398,1.0
2017-07-01,Quetiapine,substance,1,6.0,17,13.812583074878159,25,0.8469820258846732,1.0,1.2307618283881314,1.0
2017-07-01,Fluoxetine,substance,1,1.0,3,1.4054054054054055,13,0.7953203152952519,1.0,2.1346153846153846,1.0
2017-07-01,Amphetamine,substance,1,1.0,4,2.1621621621621623,20,0.7210113541774847,1.0,1.8499999999999999,1.0
2017-07-01,Lorazepam,substance,1,1.0,3,1.5135135135135136,14,0.6582667697009732,1.0,1.982142857142857,1.0
